patent_id,ipc8,ipc_num
US2010145717A1,  H02J   7/00        20060101ALI20100610BHUS,5
US2010145770A1, G06Q  10/00        20060101AFI20100610BHUS         ,1
US2010145770A1,  G06F  17/30        20060101ALI20100610BHUS         ,2
US2010145770A1,  G06Q  30/00        20060101ALI20100610BHUS,3
US2010108788A1, B02C  23/12        20060101AFI20100506BHUS         ,1
US2010108788A1,  B02C  23/10        20060101ALI20100506BHUS         ,2
US2010108788A1,  B28C   9/00        20060101ALI20100506BHUS,3
US2010139737A1, F24S  50/20        20180101AFI20171024RMEP         ,1
US2010139737A1,  H01L  31/052       20060101AFI20100610BHUS,2
US2010181274A1, A47B  47/00        20060101AFI20100722BHUS         ,1
US2010181274A1,  A47B  47/02        20060101ALI20100722BHUS,2
US2010149803A1, F21V   7/00        20060101AFI20100617BHUS,1
US2010156621A1, B60Q   1/40        20060101AFI20100624BHUS,1
US2010175365A1, F02C   6/00        20060101AFI20100715BHUS         ,1
US2010175365A1,  F24S  90/00        20180101AFI20171024RMEP         ,2
US2010175365A1,  F01K  23/10        20060101ALI20100715BHUS         ,3
US2010175365A1,  F03G   3/00        20060101ALI20100715BHUS,4
US2010169815A1, A61B  19/00        20060101AFI20100701BHUS         ,1
US2010169815A1,  G06F   3/048       20060101ALI20100701BHUS,2
US2010178526A1, B32B  15/01        20060101AFI20100715BHUS         ,1
US2010178526A1,  B23K  20/12        20060101ALI20100715BHUS,2
US2010228260A1, A61F   9/007       20060101AFI20100909BHUS         ,1
US2010228260A1,  A61L   2/08        20060101ALI20100909BHUS,2
US2010185595A1, G06F  17/30        20060101AFI20100722BHUS,1
US2010241085A1, A61M   5/178       20060101AFI20100923BHUS,1
US2010236010A1, A47L   7/00        20060101AFI20100923BHUS,1
US2010226160A1, H02M   7/5387      20070101AFI20100909BHUS         ,1
US2010226160A1,  H01H  47/00        20060101ALI20100909BHUS         ,2
US2010226160A1,  H01H  47/22        20060101ALI20100909BHUS,3
US2010244578A1, H02J  17/00        20060101AFI20100930BHUS,1
US2010266042A1, H04N  11/02        20060101AFI20101021BHUS,1
US2010270867A1, H04L  27/12        20060101ALI20101028BHUS,1
US2010283609A1, G08B  13/00        20060101AFI20101111BHUS,1
US2010285660A1, H01L  21/768       20060101AFI20101111BHUS,1
US2010305524A1, A61M   1/00        20060101AFI20101202BHUS,1
US2010305985A1, G06Q  40/00        20060101AFI20101202BHUS         ,1
US2010305985A1,  G06F  15/16        20060101ALI20101202BHUS         ,2
US2010305985A1,  G06F  17/28        20060101ALI20101202BHUS         ,3
US2010305985A1,  G06Q  10/00        20060101ALI20101202BHUS         ,4
US2010305985A1,  G06Q  20/00        20060101ALI20101202BHUS         ,5
US2010305985A1,  G06Q  30/00        20060101ALI20101202BHUS,6
US2010287408A1, G06F  11/20        20060101AFI20101111BHUS         ,1
US2010287408A1,  G06F  11/00        20060101ALI20101111BHUS         ,2
US2010287408A1,  G06F  12/00        20060101ALI20101111BHUS         ,3
US2010287408A1,  G06F  12/02        20060101ALI20101111BHUS,4
US2010295680A1, G08B  13/14        20060101AFI20101125BHUS,1
US2013226692A1, G06Q  30/02        20120101AFI20130829BHUS,1
US2013253257A1, A61H  39/04        20060101AFI20130926BHUS,1
US2013229723A1, G02B   7/182       20060101AFI20130905BHUS         ,1
US2013229723A1,  F24S  23/71        20180101A I20191014RMEP         ,2
US2013229723A1,  F24S  23/74        20180101A I20191014RMEP,3
US2013238128A1, G01B  21/16        20060101AFI20130912BHUS         ,1
US2013238128A1,  B25J   9/16        20060101ALI20130912BHUS,2
US2013238329A1, G10L  15/26        20060101AFI20130912BHUS,1
US2013255482A1, B03C   3/68        20060101AFI20131003BHUS,1
US2013239027A1, G06F   3/0484      20130101AFI20130912BHUS,1
US2013264920A1, A47L  15/42        20060101AFI20131010BHUS         ,1
US2013264920A1,  A47L  15/50        20060101ALI20131010BHUS,2
US2013224444A1, H01F   1/01        20060101AFI20130829BHUS,1
US2013241233A1, B62D  21/15        20060101AFI20130919BHUS,1
US2013266257A1, G02B   6/35        20060101AFI20131010BHUS,1
US2013250783A1, H04W  36/14        20090101AFI20130926BHUS         ,1
US2013250783A1,  H04W  24/00        20090101ALI20130926BHUS         ,2
US2013250783A1,  H04W  36/30        20090101ALI20130926BHUS         ,3
US2013250783A1,  H04W  60/00        20090101ALI20130926BHUS,4
US2013243208A1, H03G   3/20        20060101AFI20130919BHUS         ,1
US2013243208A1,  G08B  23/00        20060101ALI20130919BHUS         ,2
US2013243208A1,  G09G   5/00        20060101ALI20130919BHUS,3
US2013252198A1, A61C   5/12        20060101AFI20130926BHUS         ,1
US2013252198A1,  A61C   5/04        20060101ALI20130926BHUS,2
US2013268883A1, G06F   3/0485      20130101AFI20131010BHUS,1
US2013244135A1, H01M   8/10        20060101AFI20130919BHUS,1
US2013285881A1, G06F   3/14        20060101AFI20131031BHUS,1
US2013252920A1, A61K  31/7072      20060101AFI20130926BHUS         ,1
US2013252920A1,  A61K  31/381       20060101ALI20130926BHUS         ,2
US2013252920A1,  A61K  31/4178      20060101ALI20130926BHUS         ,3
US2013252920A1,  A61K  31/4709      20060101ALI20130926BHUS         ,4
US2013252920A1,  A61K  31/497       20060101ALI20130926BHUS,5
US2013286451A1, H04N   1/193       20060101AFI20131031BHUS,1
US2013300242A1, H02K   1/27        20060101AFI20131114BHUS,1
US2013325186A1, G05D  23/00        20060101AFI20131205BHUS,1
US2013296812A1, A61M  37/00        20060101AFI20131107BHUS         ,1
US2013296812A1,  A61M  35/00        20060101ALI20131107BHUS,2
US2014007220A1, H04L  29/06        20060101AFI20140102BHUS,1
US2013338381A1, C07D 493/04        20060101AFI20131219BHUS,1
US2013321907A1, G02B  21/06        20060101AFI20131205BHUS,1
US2014036261A1, G01B  11/24        20060101AFI20140206BHUS,1
US2014045344A1, H01L  21/02        20060101AFI20140213BHUS,1
US2014096134A1, G06F  21/00        20130101AFI20140403BHUS         ,1
US2014096134A1,  G06F   9/455       20060101ALI20140403BHUS,2
US2014070166A1, H01L  33/04        20100101AFI20140313BHUS,1
US2014114224A1, A61F  13/00        20060101AFI20140424BHUS,1
US2014055210A1, H03H   7/01        20060101AFI20140227BHUS         ,1
US2014055210A1,  H05K  13/00        20060101ALI20140227BHUS,2
US2014080955A1, C08K   3/34        20060101AFI20140320BHUS         ,1
US2014080955A1,  C08K   3/32        20060101ALI20140320BHUS,2
US2014124650A1, H01L  27/146       20060101AFI20140508BHUS,1
US2014107970A1, G01C  15/00        20060101AFI20140417BHUS,1
US2014117076A1, G06F  17/00        20060101AFI20140501BHUS,1
US2014131879A1, G06F  17/50        20060101AFI20140515BHUS         ,1
US2014131879A1,  H01L  21/768       20060101ALI20140515BHUS         ,2
US2014131879A1,  H01L  23/528       20060101ALI20140515BHUS,3
US2014126820A1, G06T   3/20        20060101AFI20140508BHUS         ,1
US2014126820A1,  G06F   3/0485      20130101A I20150417RHCN,2
US2014126894A1, C21D   9/00        20060101AFI20140508BHUS,1
US2014128090A1, H04W  52/24        20090101AFI20140508BHUS,1
US2014085159A1, H01Q   5/00        20060101AFI20140327BHUS         ,1
US2014085159A1,  H01Q   5/10        20150101A I20191014RMCN         ,2
US2014085159A1,  H01Q   5/328       20150101A I20180629RMEP         ,3
US2014085159A1,  H01Q   5/378       20150101A I20180629RMEP,4
US2014129758A1, G06F  12/00        20060101AFI20140508BHUS,1
US2014130890A1, B08B   9/032       20060101AFI20140515BHUS,1
US2014216580A1, B62D   3/14        20060101AFI20140807BHUS,1
US2014199832A1, H01L  21/48        20060101AFI20140717BHUS,1
US2014192017A1, G06F   3/042       20060101AFI20140710BHUS         ,1
US2014192017A1,  G06F   3/044       20060101ALI20140710BHUS,2
US2014175642A1, H01L  23/522       20060101AFI20140626BHUS         ,1
US2014175642A1,  H01L  23/00        20060101ALI20140626BHUS         ,2
US2014175642A1,  H01L  23/498       20060101ALI20140626BHUS,3
US2014176075A1, H02J   7/00        20060101AFI20140626BHUS,1
US2014184967A1, G09G   3/36        20060101AFI20140703BHUS,1
US2014226164A1, G01B   9/02        20060101AFI20140814BHUS,1
US2014186953A1, C12N   5/071       20100101AFI20140703BHUS,1
US2014227426A1, A61M  25/00        20060101AFI20140814BHUS,1
US2014224130A1, A47J  31/40        20060101AFI20140814BHUS         ,1
US2014224130A1,  B65D  85/804       20060101ALI20140814BHUS,2
US2014280561A1, H04L  29/08        20060101AFI20140918BHUS,1
US2014281610A1, G06F   1/32        20060101AFI20140918BHUS,1
US2014299662A1, G06F  17/30        20060101AFI20141009BHUS,1
US2014264845A1, H01L  23/00        20060101AFI20140918BHUS,1
US2014282958A1, H04L  29/06        20060101AFI20140918BHUS,1
US2014265399A1, A47F  13/08        20060101AFI20140918BHUS         ,1
US2014265399A1,  A47J  43/28        20060101ALI20140918BHUS,2
US2014241308A1, H04W  72/04        20090101AFI20140828BHUS,1
US2014266004A1, B60L  11/18        20060101AFI20140918BHUS,1
US2014266737A1, G08C  17/02        20060101AFI20140918BHUS,1
US2014242239A1, A23F   5/26        20060101AFI20140828BHUS,1
US2014294020A1, H04L  29/06        20060101AFI20141002BHUS,1
US2014318388A1, A47J  37/00        20060101AFI20141030BHUS,1
US2014344444A1, H04L  29/12        20060101AFI20141120BHUS,1
US2014329751A1, A61K  38/22        20060101AFI20141106BHUS         ,1
US2014329751A1,  A61K  31/704       20060101ALI20141106BHUS,2
US2014338272A1, H01L  31/048       20140101AFI20141120BHUS,1
US2014371736A1, A61B  18/08        20060101AFI20141218BHUS,1
US2014331251A1, H04N  21/454       20110101AFI20141106BHUS         ,1
US2014331251A1,  H04N  21/4627      20110101ALI20141106BHUS         ,2
US2014331251A1,  H04N  21/488       20110101ALI20141106BHUS,3
US2014347626A1, G02C   7/02        20060101AFI20141127BHUS,1
US2015003115A1, H02M   1/08        20060101AFI20150101BHUS         ,1
US2015003115A1,  H02M   3/335       20060101ALI20150101BHUS         ,2
US2015003115A1,  H02M   5/458       20060101ALI20150101BHUS         ,3
US2015003115A1,  H02M   7/48        20070101A N20161014RMEP,4
US2014349458A1, H01L  21/324       20060101AFI20141127BHUS         ,1
US2014349458A1,  H01L  21/265       20060101ALI20141127BHUS         ,2
US2014349458A1,  H01L  21/762       20060101ALI20141127BHUS         ,3
US2014349458A1,  H01L  29/32        20060101ALI20141127BHUS         ,4
US2014349458A1,  H01L  29/66        20060101ALI20141127BHUS         ,5
US2014349458A1,  H01L  29/78        20060101ALI20141127BHUS,6
US2014342652A1, H05K   7/20        20060101AFI20141120BHUS         ,1
US2014342652A1,  F24F   7/007       20060101ALI20141120BHUS,2
US2015035431A1, H05B  33/04        20060101AFI20150205BHUS         ,1
US2015035431A1,  H05B  33/10        20060101ALI20150205BHUS,2
US2015044473A1, C03C  21/00        20060101AFI20150212BHUS         ,1
US2015044473A1,  C03B  17/06        20060101ALI20150212BHUS         ,2
US2015044473A1,  C03C   3/083       20060101ALI20150212BHUS,3
US2015108950A1, H02J   7/00        20060101AFI20150423BHUS,1
US2015075037A1, E01H   5/10        20060101AFI20150319BHUS         ,1
US2015075037A1,  H05B   6/64        20060101ALI20150319BHUS         ,2
US2015075037A1,  H05B   6/70        20060101ALI20150319BHUS         ,3
US2015075037A1,  H05B   6/72        20060101ALI20150319BHUS,4
US2015066287A1, G07C   5/00        20060101AFI20150305BHUS,1
US2015120429A1, G06Q  30/02        20120101AFI20150430BHUS         ,1
US2015120429A1,  G06Q  20/38        20120101ALI20150430BHUS         ,2
US2015120429A1,  G06Q  20/40        20120101ALI20150430BHUS,3
US2015096552A1, F24S  50/20        20180101AFI20171024RMEP         ,1
US2015096552A1,  F24S  10/70        20180101ALI20171024RMEP         ,2
US2015096552A1,  F24S  20/20        20180101ALN20171024RMEP         ,3
US2015096552A1,  F24S  23/70        20180101ALI20171024RMEP         ,4
US2015096552A1,  F24S  23/71        20180101ALI20171024RMEP,5
US2015130811A1, G06T  11/20        20060101AFI20150514BHUS,1
US2015172856A1, H04W   4/02        20090101AFI20150618BHUS,1
US2015183155A1, B29C  65/16        20060101AFI20150702BHUS         ,1
US2015183155A1,  B01D  29/00        20060101ALI20150702BHUS         ,2
US2015183155A1,  B01D  35/28        20060101ALI20150702BHUS,3
US2015166297A1, B65H  49/32        20060101AFI20150618BHUS         ,1
US2015166297A1,  B60P   3/035       20060101ALI20150618BHUS,2
US2015158409A1, B60P   1/42        20060101AFI20150611BHUS,1
US2015151835A1, B64C  25/40        20060101AFI20150604BHUS         ,1
US2015151835A1,  B64C  25/34        20060101ALI20150604BHUS         ,2
US2015151835A1,  B64F   5/00        20060101ALI20150604BHUS,3
US2015195621A1, H04N  21/482       20110101AFI20150709BHUS         ,1
US2015195621A1,  H04N  21/466       20110101ALI20150709BHUS,2
US2015211726A1, F21V  31/00        20060101AFI20150730BHUS         ,1
US2015211726A1,  F21K  99/00        20100101ALI20150730BHUS,2
US2015205160A1, G02F   1/1335      20060101AFI20150723BHUS         ,1
US2015205160A1,  G02F   1/1337      20060101ALI20150723BHUS         ,2
US2015205160A1,  G02F   1/1339      20060101ALI20150723BHUS         ,3
US2015205160A1,  G02F   1/1343      20060101ALI20150723BHUS         ,4
US2015205160A1,  G02F   1/1368      20060101ALI20150723BHUS,5
US2015237650A1, H04W  74/00        20090101AFI20150820BHUS         ,1
US2015237650A1,  H04W  28/18        20090101ALI20150820BHUS         ,2
US2015237650A1,  H04W  52/02        20090101ALI20150820BHUS,3
US2015189998A1, A47F   3/04        20060101AFI20150709BHUS         ,1
US2015189998A1,  A47B  47/02        20060101ALI20150709BHUS         ,2
US2015189998A1,  A47F   3/06        20060101ALI20150709BHUS         ,3
US2015189998A1,  A47F   5/01        20060101ALI20150709BHUS,4
US2015277776A1, G06F   3/06        20060101AFI20151001BHUS         ,1
US2015277776A1,  G06T   1/60        20060101ALI20151001BHUS         ,2
US2015277776A1,  G06T   9/00        20060101ALI20151001BHUS         ,3
US2015277776A1,  H04N  19/426       20140101ALI20151001BHUS,4
US2015288361A1, H03K  17/955       20060101AFI20151008BHUS         ,1
US2015288361A1,  G01D   5/24        20060101ALI20151008BHUS,2
US2015309831A1, G06F   9/455       20060101AFI20151029BHUS         ,1
US2015309831A1,  G06F   9/46        20060101ALI20151029BHUS         ,2
US2015309831A1,  G06F  11/14        20060101ALI20151029BHUS         ,3
US2015309831A1,  G06F  17/30        20060101ALI20151029BHUS         ,4
US2015309831A1,  H04L  29/08        20060101ALI20151029BHUS,5
US2015309847A1, G06F   9/52        20060101AFI20151029BHUS         ,1
US2015309847A1,  G06F   9/30        20060101ALI20151029BHUS,2
US2016006564A1, H04L   9/08        20060101AFI20160107BHUS         ,1
US2016006564A1,  H04L   9/30        20060101ALI20160107BHUS,2
US2015348331A1, G06T  19/00        20110101AFI20151203BHUS         ,1
US2015348331A1,  G02B  27/01        20060101ALI20151203BHUS         ,2
US2015348331A1,  G06T   3/40        20060101ALI20151203BHUS         ,3
US2015348331A1,  G09G   5/00        20060101ALI20151203BHUS,4
US2016027913A1, H01L  29/78        20060101AFI20160128BHUS         ,1
US2016027913A1,  H01L  21/02        20060101ALI20160128BHUS         ,2
US2016027913A1,  H01L  21/285       20060101ALI20160128BHUS         ,3
US2016027913A1,  H01L  21/311       20060101ALI20160128BHUS         ,4
US2016027913A1,  H01L  29/417       20060101ALI20160128BHUS         ,5
US2016027913A1,  H01L  29/423       20060101ALI20160128BHUS         ,6
US2016027913A1,  H01L  29/66        20060101ALI20160128BHUS,7
US2016045076A1, A47J  47/02        20060101AFI20160218BHUS         ,1
US2016045076A1,  A47J  47/00        20060101ALI20160218BHUS         ,2
US2016045076A1,  B65D  25/24        20060101ALI20160218BHUS         ,3
US2016045076A1,  B65D  43/02        20060101ALI20160218BHUS         ,4
US2016045076A1,  B65D  51/24        20060101ALI20160218BHUS         ,5
US2016045076A1,  B65D  85/36        20060101ALI20160218BHUS,6
US2015376420A1, C09D   5/08        20060101AFI20151231BHUS         ,1
US2015376420A1,  B05D   7/00        20060101ALI20151231BHUS         ,2
US2015376420A1,  B05D   7/14        20060101ALI20151231BHUS         ,3
US2015376420A1,  C09D 163/00        20060101ALI20151231BHUS,4
US2016012985A1, H01H   9/20        20060101AFI20160114BHUS         ,1
US2016012985A1,  H01H   9/02        20060101ALI20160114BHUS,2
US2016058524A1, A61F   2/86        20130101ALI20160303BHUS         ,1
US2016058524A1,  D03D   3/02        20060101ALI20160303BHUS         ,2
US2016058524A1,  D04C   1/02        20060101ALI20160303BHUS         ,3
US2016058524A1,  D04C   1/06        20060101ALI20160303BHUS,4
US2016097923A1, G02B  21/24        20060101AFI20160407BHUS         ,1
US2016097923A1,  H04N   5/225       20060101ALI20160407BHUS,2
US2016061374A1, F16L  55/18        20060101AFI20160303BHUS         ,1
US2016061374A1,  F16L  55/164       20060101ALI20160303BHUS         ,2
US2016061374A1,  G06K   7/10        20060101ALI20160303BHUS,3
US2016071807A1, H01L  23/00        20060101AFI20160310BHUS         ,1
US2016071807A1,  H01L  23/498       20060101ALI20160310BHUS,2
US2016100398A1, H04W  72/04        20090101AFI20160407BHUS         ,1
US2016100398A1,  H04L   5/00        20060101ALI20160407BHUS,2
US2016091381A1, G01L  13/00        20060101AFI20160331BHUS         ,1
US2016091381A1,  F02C   7/236       20060101ALI20160331BHUS         ,2
US2016091381A1,  G01M  15/14        20060101ALI20160331BHUS,3
US2016111463A1, H01L  27/146       20060101AFI20160421BHUS         ,1
US2016111463A1,  H04N   5/235       20060101ALI20160421BHUS         ,2
US2016111463A1,  H04N   5/238       20060101ALI20160421BHUS         ,3
US2016111463A1,  H04N   5/335       20060101ALI20160421BHUS         ,4
US2016111463A1,  H04N   5/369       20110101ALI20160421BHUS,5
US2016114722A1, B60Q   1/34        20060101AFI20160428BHUS         ,1
US2016114722A1,  B60Q   1/42        20060101ALI20160428BHUS         ,2
US2016114722A1,  B60Q   1/52        20060101ALI20160428BHUS,3
US2016141919A1, H02J   7/00        20060101AFI20181217RHJP         ,1
US2016141919A1,  H02J  50/12        20160101AFI20160519BHUS         ,2
US2016141919A1,  B60L   5/00        20060101ALI20181217RHJP         ,3
US2016141919A1,  B60L  11/18        20060101ALI20160519BHUS         ,4
US2016141919A1,  B60M   7/00        20060101ALI20181217RHJP         ,5
US2016141919A1,  H01F  38/14        20060101ALI20181217RHJP         ,6
US2016141919A1,  H02J   5/00        20160101ALI20160519BHUS         ,7
US2016141919A1,  H02J  50/80        20160101ALI20160519BHUS,8
US2016132934A1, G06Q  30/02        20120101AFI20160512BHUS         ,1
US2016132934A1,  H04L  29/08        20060101ALI20160512BHUS,2
US2016168769A1, D04C   1/06        20060101AFI20160616BHUS         ,1
US2016168769A1,  D04C   3/40        20060101ALI20160616BHUS         ,2
US2016168769A1,  D04C   3/48        20060101ALI20160616BHUS,3
US2016143008A1, H04W  72/04        20090101AFI20160519BHUS,1
US2016181853A1, H02J   7/02        20060101AFI20160623BHUS         ,1
US2016181853A1,  H01F  38/14        20060101ALI20160623BHUS,2
US2016145745A1, C23C  18/31        20060101AFI20160526BHUS         ,1
US2016145745A1,  C23C  18/34        20060101ALI20160526BHUS         ,2
US2016145745A1,  C23C  18/40        20060101ALI20160526BHUS         ,3
US2016145745A1,  C23C  18/44        20060101ALI20160526BHUS         ,4
US2016145745A1,  C23C  30/00        20060101ALI20160526BHUS,5
US2016174004A1, H04R  29/00        20060101AFI20160616BHUS         ,1
US2016174004A1,  G06K   9/00        20060101ALI20160616BHUS         ,2
US2016174004A1,  G06T  11/20        20060101ALI20160616BHUS         ,3
US2016174004A1,  H04L  12/26        20060101ALI20160616BHUS,4
US2016166187A1, A61B   5/145       20060101AFI20160616BHUS         ,1
US2016166187A1,  A61B   5/053       20060101ALI20160616BHUS         ,2
US2016166187A1,  A61B   5/1468      20060101ALI20160616BHUS,3
US2016176609A1, B65D  81/133       20060101AFI20160623BHUS         ,1
US2016176609A1,  B65B   7/20        20060101ALI20160623BHUS         ,2
US2016176609A1,  B65B  61/22        20060101ALI20160623BHUS         ,3
US2016176609A1,  B65D  77/06        20060101ALI20160623BHUS,4
US2016205866A1, A01C   7/10        20060101AFI20160721BHUS         ,1
US2016205866A1,  A01C   7/08        20060101ALI20160721BHUS         ,2
US2016205866A1,  B65G  53/16        20060101ALI20160721BHUS         ,3
US2016205866A1,  B65G  53/58        20060101ALI20160721BHUS         ,4
US2016205866A1,  B65G  53/66        20060101ALI20160721BHUS,5
US2011011588A1, E21B  31/00        20060101AFI20110120BHUS         ,1
US2011011588A1,  E21B  31/113       20060101ALI20110120BHUS         ,2
US2011011588A1,  E21B  31/18        20060101ALI20110120BHUS,3
US2011018738A1, G08G   1/09        20060101AFI20110127BHUS,1
US2011012654A1, H03L   7/06        20060101AFI20110120BHUS,1
US2010314670A1, H01L  29/78        20060101AFI20101216BHUS         ,1
US2010314670A1,  H01L  29/04        20060101ALI20101216BHUS,2
US2011038569A1, B65D  33/00        20060101AFI20110217BHUS         ,1
US2011038569A1,  B65D  30/08        20060101ALI20110217BHUS,2
US2011000720A1, G06F   3/041       20060101AFI20110106BHUS,1
US2011020208A1, C01B  32/50        20170101AFI20180130RMEP         ,1
US2011020208A1,  B01J   3/00        20060101ALI20110127BHUS,2
US2010322269A1, H01S   3/10        20060101AFI20101223BHUS         ,1
US2010322269A1,  G02F   1/13        20060101ALN20101223BHUS,2
US2010316092A1, H04B   1/707       20060101AFI20101216BHUS,1
US2010329211A1, H04W  36/00        20090101AFI20101230BHUS,1
US2011002392A1, H04N  11/02        20060101AFI20110106BHUS,1
US2010323103A1, B05D   5/12        20060101AFI20101223BHUS         ,1
US2010323103A1,  C09D   7/80        20180101A I20191014RMDE,2
US2011003931A1, C08K   3/22        20060101AFI20110106BHUS,1
US2011016913A1, F25B  43/02        20060101AFI20110127BHUS         ,1
US2011016913A1,  F25B   1/00        20060101ALI20110127BHUS,2
US2011042659A1, H01L  51/05        20060101AFI20110224BHUS         ,1
US2011042659A1,  B05D   5/12        20060101ALI20110224BHUS         ,2
US2011042659A1,  C23C  16/04        20060101ALI20110224BHUS         ,3
US2011042659A1,  H01L  51/40        20060101ALI20110224BHUS,4
US2011046817A1, G05D   1/00        20060101AFI20110224BHUS         ,1
US2011046817A1,  B64C  29/04        20060101ALI20110224BHUS         ,2
US2011046817A1,  B64C  39/00        20060101ALI20110224BHUS         ,3
US2011046817A1,  G01C  21/00        20060101ALI20110224BHUS,4
US2011066507A1, G06Q  30/00        20060101AFI20110317BHUS         ,1
US2011066507A1,  G06Q  99/00        20060101ALI20110317BHUS,2
US2011060652A1, G06Q  30/00        20060101AFI20110310BHUS         ,1
US2011060652A1,  H04Q   5/22        20060101ALI20110310BHUS,2
US2011043893A1, G02F   1/167       20060101AFI20110224BHUS         ,1
US2011043893A1,  H01J   9/24        20060101ALI20110224BHUS,2
US2011080152A1, G05F   5/00        20060101AFI20110407BHUS,1
US2011037869A1, H04N   5/228       20060101AFI20110217BHUS         ,1
US2011037869A1,  H04N   5/335       20110101ALI20110217BHUS,2
US2011055394A1, G06F  15/173       20060101AFI20110303BHUS,1
US2011087295A1, A61B  17/80        20060101AFI20110414BHUS,1
US2011050558A1, G09G   3/36        20060101AFI20110303BHUS         ,1
US2011050558A1,  F21V   7/00        20060101ALI20110303BHUS,2
US2011102467A1, G09G   5/00        20060101AFI20110505BHUS,1
US2011104101A1, A61K  38/19        20060101AFI20110505BHUS         ,1
US2011104101A1,  A61K  39/285       20060101ALI20110505BHUS         ,2
US2011104101A1,  A61P  35/00        20060101ALI20110505BHUS,3
US2011127610A1, H01L  27/088       20060101AFI20110602BHUS         ,1
US2011127610A1,  H01L  21/8234      20060101ALI20110602BHUS,2
US2011135102A1, H04R  29/00        20060101AFI20110609BHUS         ,1
US2011135102A1,  G01S   3/80        20060101ALI20110609BHUS         ,2
US2011135102A1,  G06K   9/00        20060101ALI20110609BHUS         ,3
US2011135102A1,  H04N   7/18        20060101ALI20110609BHUS         ,4
US2011135102A1,  H04R   3/00        20060101ALI20110609BHUS,5
US2011135723A1, A61K  31/195       20060101AFI20110609BHUS         ,1
US2011135723A1,  A61K   9/20        20060101ALI20110609BHUS,2
US2011129243A1, G03G  15/00        20060101AFI20110602BHUS         ,1
US2011129243A1,  G03G  15/01        20060101ALI20110602BHUS,2
US2011155871A1, F16M  13/00        20060101AFI20110630BHUS,1
US2011163638A1, H01L  41/00        20060101AFI20110707BHUS         ,1
US2011163638A1,  H01L  23/04        20060101ALI20150331RHJP         ,2
US2011163638A1,  H01L  23/08        20060101ALI20150331RHJP         ,3
US2011163638A1,  H03B   5/32        20060101ALI20150331RHJP         ,4
US2011163638A1,  H03H   3/02        20060101ALI20150331RHJP         ,5
US2011163638A1,  H03H   9/02        20060101ALI20150331RHJP         ,6
US2011163638A1,  H05K  13/00        20060101ALI20110707BHUS,7
US2011163747A1, G01R  33/02        20060101AFI20110707BHUS,1
US2011138374A1, G06F   9/44        20060101AFI20110609BHUS         ,1
US2011138374A1,  G06F   9/445       20060101ALI20110609BHUS,2
US2011158941A1, A61K  38/21        20060101AFI20110630BHUS         ,1
US2011158941A1,  A61P  31/12        20060101ALI20110630BHUS         ,2
US2011158941A1,  A61P  35/00        20060101ALI20110630BHUS         ,3
US2011158941A1,  A61P  37/02        20060101ALI20110630BHUS         ,4
US2011158941A1,  C07K   7/06        20060101ALI20110630BHUS         ,5
US2011158941A1,  C07K  14/555       20060101ALI20110630BHUS         ,6
US2011158941A1,  C12Q   1/70        20060101ALI20110630BHUS         ,7
US2011158941A1,  G01N  33/53        20060101ALI20110630BHUS         ,8
US2011158941A1,  G01N  33/68        20060101ALI20110630BHUS         ,9
US2011158941A1,  G06G   7/58        20060101ALI20110630BHUS,10
US2011171865A1, D03D  15/00        20060101AFI20110714BHUS         ,1
US2011171865A1,  B32B   5/02        20060101ALI20110714BHUS         ,2
US2011171865A1,  D02G   3/02        20060101ALI20110714BHUS         ,3
US2011171865A1,  D04B   1/14        20060101ALI20110714BHUS         ,4
US2011171865A1,  D21H  17/07        20060101ALI20110714BHUS,5
US2011120481A1, A24B  15/30        20060101AFI20110526BHUS         ,1
US2011120481A1,  A24D   1/04        20060101ALI20110526BHUS         ,2
US2011120481A1,  A24F   7/04        20060101ALI20110526BHUS         ,3
US2011120481A1,  D02G   3/02        20060101ALI20110526BHUS         ,4
US2011120481A1,  D02G   3/22        20060101ALI20110526BHUS,5
US2011140080A1, H01L  33/06        20100101AFI20110616BHUS         ,1
US2011140080A1,  B82Y  40/00        20110101ALN20110616BHUS         ,2
US2011140080A1,  B82Y  99/00        20110101ALN20110616BHUS         ,3
US2011140080A1,  H01L  33/58        20100101ALI20110616BHUS,4
US2011178584A1, A61N   1/28        20060101AFI20110721BHUS,1
US2011153156A1, G06F   7/00        20060101AFI20110623BHUS,1
US2011166702A1, G06F  19/00        20110101AFI20110707BHUS         ,1
US2011166702A1,  G06F  13/00        20060101ALI20110707BHUS,2
US2011154272A1, G06F  17/50        20060101AFI20110623BHUS,1
US2011204045A1, H05B   6/64        20060101AFI20110825BHUS         ,1
US2011204045A1,  B23K  26/067       20060101ALI20110825BHUS,2
US2011168543A1, C09B  47/04        20060101AFI20110714BHUS,1
US2011192513A1, B60C  11/03        20060101AFI20110811BHUS,1
US2011186493A1, C02F   1/78        20060101AFI20110804BHUS,1
US2011225565A1, G06F   9/44        20060101AFI20110915BHUS         ,1
US2011225565A1,  G06Q  10/00        20060101ALI20110915BHUS,2
US2011187422A1, H03L   7/06        20060101AFI20110804BHUS         ,1
US2011187422A1,  G05D  23/20        20060101ALI20110804BHUS,2
US2011248887A1, G01S  19/05        20100101AFI20111013BHUS         ,1
US2011248887A1,  G01S   3/02        20060101ALI20111013BHUS         ,2
US2011248887A1,  G01S  19/00        20100101ALI20111013BHUS,3
