patent_id,ipc8,ipc_num
CN102515740A,  C04B  35/622       20060101ALI20121109BHCN         ,2
CN102515740A,  H01C   7/112       20060101ALI20121109BHCN         ,3
CN102515740A,  H01C   7/12        20060101ALI20121109BHCN,4
CN102515959A, C05G   3/00        20060101AFI20121109BHCN,1
CN102536776A, F04B  51/00        20060101AFI20121112BHCN         ,1
CN102536776A,  G05B  19/04        20060101ALI20121112BHCN,2
CN102546712A, H04L  29/08        20060101AFI20121112BHCN         ,1
CN102546712A,  H04L  12/58        20060101ALI20121112BHCN         ,2
CN102546712A,  H04L  29/06        20060101ALI20121112BHCN,3
CN102489454A, B08B   1/00        20060101AFI20121109BHCN         ,1
CN102489454A,  A61F  13/15        20060101ALI20121109BHCN,2
CN102528726A, B25B  27/00        20060101AFI20121112BHCN,1
CN102491272A, C01B   3/58        20060101AFI20121109BHCN,1
CN102492172A, C08K   9/04        20060101AFI20121109BHCN         ,1
CN102492172A,  C08K   3/22        20060101ALI20121109BHCN         ,2
CN102492172A,  C08L  23/12        20060101ALI20121109BHCN         ,3
CN102492172A,  C08L  51/06        20060101ALI20121109BHCN,4
CN102578602A, A23L  13/30        20160101AFI20160226RMEP,1
CN102551601A, A47L   9/04        20060101AFI20121112BHCN,1
CN102542937A, G09F  11/29        20060101AFI20121112BHCN         ,1
CN102542937A,  G09F  13/00        20060101ALI20121112BHCN,2
CN102562282A, F02B  53/00        20060101AFI20121112BHCN         ,1
CN102562282A,  F02B  33/40        20060101ALI20121112BHCN         ,2
CN102562282A,  F02B  39/04        20060101ALI20121112BHCN         ,3
CN102562282A,  F02B  55/02        20060101ALI20121112BHCN         ,4
CN102562282A,  F02M  61/14        20060101ALI20121112BHCN         ,5
CN102562282A,  F02P  13/00        20060101ALI20121112BHCN         ,6
CN102562282A,  F04D  29/26        20060101ALI20121112BHCN,7
CN102562726A, F16B   1/02        20060101AFI20121112BHCN         ,1
CN102562726A,  B61F   5/50        20060101ALI20121112BHCN,2
CN102572506A, H04N  17/00        20060101AFI20121112BHCN         ,1
CN102572506A,  H04N   5/232       20060101ALI20121112BHCN,2
CN102619144A, E01B   1/00        20060101AFI20130211BHCN,1
CN102600678A, B01D  46/30        20060101AFI20130211BHCN,1
CN102592956A, H01J  63/06        20060101AFI20121112BHCN,1
CN102628875A, G01P   3/00        20060101AFI20130211BHCN         ,1
CN102628875A,  G01P   1/02        20060101ALI20130211BHCN         ,2
CN102628875A,  G01P   1/07        20060101ALI20130211BHCN,3
CN102619628A, F02D  19/08        20060101AFI20130211BHCN,1
CN102629254A, G06F  17/30        20060101AFI20130211BHCN,1
CN102601730A, B24B  41/06        20120101AFI20130211BHCN,1
CN102622062A, G06F   1/20        20060101AFI20130211BHCN,1
CN102586582A, C21D   9/663       20060101AFI20121112BHCN         ,1
CN102586582A,  C21D   1/26        20060101ALI20121112BHCN,2
CN102631884A, B01J  20/10        20060101AFI20130211BHCN         ,1
CN102631884A,  B01J  20/30        20060101ALI20130211BHCN,2
CN102658637A, B29C  48/355       20190101AFI20190116RMEP,1
CN102604236A, C08L  23/14        20060101AFI20130211BHCN         ,1
CN102604236A,  B29C  48/92        20190101ALI20190116RMEP         ,2
CN102604236A,  C08K   3/22        20060101ALI20130211BHCN         ,3
CN102604236A,  C08K   3/34        20060101ALI20130211BHCN         ,4
CN102604236A,  C08K   3/38        20060101ALI20130211BHCN         ,5
CN102604236A,  C08K   5/03        20060101ALI20130211BHCN         ,6
CN102604236A,  C08K   5/20        20060101ALI20130211BHCN         ,7
CN102604236A,  C08K  13/02        20060101ALI20130211BHCN,8
CN102613525A, A23L  27/26        20160101AFI20160226RMEP,1
CN102614523A, A61K  47/48        20060101AFI20130211BHCN         ,1
CN102614523A,  A61P   7/04        20060101ALI20130211BHCN         ,2
CN102614523A,  A61P  19/02        20060101ALI20130211BHCN         ,3
CN102614523A,  A61P  29/00        20060101ALI20130211BHCN         ,4
CN102614523A,  A61P  31/04        20060101ALI20130211BHCN         ,5
CN102614523A,  A61P  37/06        20060101ALI20130211BHCN         ,6
CN102614523A,  A61P  37/08        20060101ALI20130211BHCN,7
CN102588927A, F21V  29/70        20150101A I20151209RHCN         ,1
CN102588927A,  F21Y 115/10        20160101A N20170210RHCN,2
CN102669366A, A23F   3/34        20060101AFI20130214BHCN,1
CN102589335A, F28D  21/00        20060101AFI20121112BHCN,1
CN102652256A, G01N   1/22        20060101AFI20130214BHCN         ,1
CN102652256A,  G01N   1/00        20060101ALI20130214BHCN,2
CN102615904A, B32B  27/12        20060101AFI20130211BHCN         ,1
CN102615904A,  B32B  27/40        20060101ALI20130211BHCN         ,2
CN102615904A,  B32B  37/15        20060101ALI20130211BHCN,3
CN102670842A, A61K  36/815       20060101AFI20130214BHCN         ,1
CN102670842A,  A61K   9/16        20060101ALI20130214BHCN         ,2
CN102670842A,  A61K   9/20        20060101ALI20130214BHCN         ,3
CN102670842A,  A61K   9/48        20060101ALI20130214BHCN         ,4
CN102670842A,  A61P   3/10        20060101ALI20130214BHCN         ,5
CN102670842A,  A61P  13/12        20060101ALI20130214BHCN,6
CN102670872A, A61K  36/88        20060101AFI20130214BHCN         ,1
CN102670872A,  A61P   1/16        20060101ALI20130214BHCN         ,2
CN102670872A,  A61P  31/14        20060101ALI20130214BHCN         ,3
CN102670872A,  A61P  31/20        20060101ALI20130214BHCN,4
CN102590539A, G01N  35/02        20060101AFI20121112BHCN,1
CN102626377A, A61K   8/34        20060101ALI20130211BHCN         ,1
CN102626377A,  A61K   8/46        20060101ALI20130211BHCN         ,2
CN102626377A,  A61K   8/63        20060101ALI20130211BHCN         ,3
CN102626377A,  A61K   8/73        20060101ALI20130211BHCN         ,4
CN102626377A,  A61K   8/9789      20170101A I20171219RHCN         ,5
CN102626377A,  A61Q   5/02        20060101ALI20130211BHCN,6
CN102635708A, F16K  11/074       20060101AFI20130211BHCN         ,1
CN102635708A,  B01D  35/12        20060101ALI20130211BHCN         ,2
CN102635708A,  B01D  65/02        20060101ALI20130211BHCN,3
CN102626798A, B23B  31/103       20060101AFI20130211BHCN,1
CN102672039A, B21D  37/00        20060101AFI20130214BHCN         ,1
CN102672039A,  B21D  22/14        20060101ALI20130214BHCN,2
CN102663012A, G06F  17/30        20060101AFI20130214BHCN,1
CN102654905A, G06K  17/00        20060101AFI20130214BHCN,1
CN102675776A, C08L  27/06        20060101AFI20130214BHCN         ,1
CN102675776A,  B29B   9/06        20060101ALI20130214BHCN         ,2
CN102675776A,  B29C  48/92        20190101ALI20190116RMEP         ,3
CN102675776A,  C08K   3/22        20060101ALI20130214BHCN         ,4
CN102675776A,  C08K   3/38        20060101ALI20130214BHCN         ,5
CN102675776A,  C08K  13/02        20060101ALI20130214BHCN,6
CN102685257A, H04L  29/08        20060101AFI20130214BHCN,1
CN102703271A, C12G   1/022       20060101AFI20130214BHCN,1
CN102686192A, A61F  13/15        20060101AFI20130214BHCN,1
CN102677313A, D03D  15/00        20060101AFI20130214BHCN         ,1
CN102677313A,  D03D  13/00        20060101ALI20130214BHCN,2
CN102665346A, H05B  37/02        20060101AFI20130214BHCN,1
CN102713462A, F25B   1/00        20060101AFI20130214BHCN         ,1
CN102713462A,  F24F   1/24        20110101ALI20130214BHCN,2
CN102732021A, C08L  77/06        20060101AFI20130214BHCN         ,1
CN102732021A,  B29C  48/92        20190101ALI20190116RMEP         ,2
CN102732021A,  C08K   3/02        20060101ALI20130214BHCN         ,3
CN102732021A,  C08K   7/14        20060101ALI20130214BHCN         ,4
CN102732021A,  C08K   9/06        20060101ALI20130214BHCN         ,5
CN102732021A,  C08K  13/06        20060101ALI20130214BHCN         ,6
CN102732021A,  C08L  23/06        20060101ALI20130214BHCN         ,7
CN102732021A,  C08L  83/04        20060101ALI20130214BHCN,8
CN102732234A, C09K   8/24        20060101AFI20130214BHCN         ,1
CN102732234A,  C09K   8/20        20060101ALI20130214BHCN,2
CN102742130A, H02K   5/04        20060101AFI20130214BHCN         ,1
CN102742130A,  H02K  23/04        20060101ALI20130214BHCN         ,2
CN102742130A,  H02K  23/58        20060101ALI20130214BHCN,3
CN102706079A, F25D  23/02        20060101AFI20130214BHCN,1
CN102689994A, C02F   9/02        20060101AFI20130214BHCN         ,1
CN102689994A,  A23K   1/00        20060101ALI20130214BHCN,2
CN102707781A, G06F   1/24        20060101AFI20130214BHCN,1
CN102681620A, G06F   1/16        20060101AFI20130214BHCN         ,1
CN102681620A,  H04L  29/08        20060101ALI20130214BHCN,2
CN102746841A, C09K   8/594       20060101AFI20130214BHCN         ,1
CN102746841A,  C09K   8/584       20060101ALI20130214BHCN,2
CN102710411A, H04L   9/00        20060101AFI20130214BHCN         ,1
CN102710411A,  H04L  29/08        20060101ALI20130214BHCN,2
CN102683966A, H01R  13/443       20060101AFI20130214BHCN         ,1
CN102683966A,  H01R  13/40        20060101ALI20130214BHCN         ,2
CN102683966A,  H01R  13/52        20060101ALI20130214BHCN,3
CN102747595A, D06F  75/06        20060101AFI20130214BHCN         ,1
CN102747595A,  D06F  79/04        20060101ALI20130214BHCN,2
CN102738702A, H01S   5/14        20060101AFI20130214BHCN         ,1
CN102738702A,  H01S   5/06        20060101ALI20130214BHCN,2
CN102757303A, C07C  27/16        20060101AFI20130228BHCN         ,1
CN102757303A,  B01D  63/00        20060101ALI20130228BHCN         ,2
CN102757303A,  B01D  63/06        20060101ALI20130228BHCN         ,3
CN102757303A,  B01J   8/06        20060101ALI20130228BHCN         ,4
CN102757303A,  C07C  29/48        20060101ALI20130228BHCN         ,5
CN102757303A,  C07C  35/08        20060101ALI20130228BHCN         ,6
CN102757303A,  C07C  45/28        20060101ALI20130228BHCN         ,7
CN102757303A,  C07C  49/403       20060101ALI20130228BHCN,8
CN102780458A, H03F   1/26        20060101AFI20130228BHCN,1
CN102702839A, C09D   7/12        20060101AFI20130214BHCN,1
CN102739448A, H04L  12/24        20060101AFI20130214BHCN         ,1
CN102739448A,  H04L  12/26        20060101ALI20130214BHCN,2
CN102721576A, G01N   1/10        20060101AFI20130214BHCN,1
CN102758499A, E04C   3/04        20060101AFI20130228BHCN         ,1
CN102758499A,  E04B   1/98        20060101ALI20130228BHCN         ,2
CN102758499A,  E04C   5/08        20060101ALI20130228BHCN         ,3
CN102758499A,  E04G  21/00        20060101ALI20130228BHCN,4
CN102789945A, H01J  37/08        20060101AFI20130228BHCN         ,1
CN102789945A,  H01J  37/317       20060101ALI20130228BHCN,2
CN102768928A, H01J  23/04        20060101AFI20130228BHCN         ,1
CN102768928A,  B22F   3/26        20060101ALI20130228BHCN         ,2
CN102768928A,  H01J   9/02        20060101ALI20130228BHCN,3
CN102799821A, G06F  21/00        20130101AFI20130228BHCN         ,1
CN102799821A,  G06K   9/00        20060101ALI20130228BHCN,2
CN102809651A, G01N  33/573       20060101AFI20130527BHCN,1
CN102810194A, G06Q  30/00        20120101AFI20130527BHCN         ,1
CN102810194A,  G06K   7/10        20060101ALI20130527BHCN,2
CN102775746A, C08L  67/02        20060101AFI20130228BHCN         ,1
CN102775746A,  C08K   5/3492      20060101ALI20130228BHCN         ,2
CN102775746A,  C08K   5/521       20060101ALI20130228BHCN         ,3
CN102775746A,  C08L  23/00        20060101ALI20130228BHCN         ,4
CN102775746A,  C08L  51/00        20060101ALI20130228BHCN         ,5
CN102775746A,  C08L  53/02        20060101ALI20130228BHCN         ,6
CN102775746A,  H01B   7/295       20060101ALI20130228BHCN,7
CN102821671A, A61B   1/00        20060101AFI20130527BHCN         ,1
CN102821671A,  A61B   1/04        20060101ALI20130527BHCN         ,2
CN102821671A,  A61B   6/03        20060101ALI20130527BHCN,3
CN102787385A, D01F   6/92        20060101AFI20130228BHCN         ,1
CN102787385A,  C08G  63/183       20060101ALI20130228BHCN         ,2
CN102787385A,  C08G  63/78        20060101ALI20130228BHCN         ,3
CN102787385A,  D01F   1/10        20060101ALI20130228BHCN,4
CN102795931A, C05G   3/00        20060101AFI20130228BHCN         ,1
CN102795931A,  C05F  17/00        20060101ALI20130228BHCN,2
CN102851243A, C12N   1/20        20060101AFI20130502BHCN         ,1
CN102851243A,  A01N  63/00        20060101ALI20130502BHCN         ,2
CN102851243A,  A01N  63/02        20060101ALI20130502BHCN         ,3
CN102851243A,  A01P   1/00        20060101ALI20130502BHCN         ,4
CN102851243A,  A01P   3/00        20060101ALI20130502BHCN         ,5
CN102851243A,  A01P  21/00        20060101ALI20130502BHCN         ,6
CN102851243A,  C05F  11/08        20060101ALI20130502BHCN         ,7
CN102851243A,  C12R   1/01        20060101ALN20130502BHCN,8
CN102832175A, H01L  21/8247      20060101AFI20130527BHCN,1
CN102814229A, B03B   7/00        20060101AFI20130527BHCN,1
CN102851635A, C23C  12/00        20060101AFI20130502BHCN,1
CN102823152A, H04B   7/04        20060101AFI20130527BHCN         ,1
CN102823152A,  H04W  88/08        20090101ALI20130527BHCN,2
CN102789055A, G02B  27/18        20060101AFI20130228BHCN         ,1
CN102789055A,  G02B  27/09        20060101ALI20130228BHCN,2
CN102789114A, G03B  17/14        20060101AFI20130228BHCN         ,1
CN102789114A,  G02B   1/10        20150101A I20151202RHCN         ,2
CN102789114A,  G02B   1/11        20150101A I20151202RHCN         ,3
CN102789114A,  G03B  11/04        20060101ALI20130228BHCN         ,4
CN102789114A,  H04N   5/225       20060101ALI20130228BHCN,5
CN102797314A, E04B   9/06        20060101AFI20130228BHCN         ,1
CN102797314A,  E04B   9/18        20060101ALI20130228BHCN         ,2
CN102797314A,  E04B   9/22        20060101ALI20130228BHCN         ,3
CN102797314A,  E04F  13/25        20060101ALI20130228BHCN,4
CN102843019A, H02M   1/14        20060101AFI20130527BHCN,1
CN102876969A, C22C  38/14        20060101AFI20130502BHCN         ,1
CN102876969A,  C21D   8/02        20060101ALI20130502BHCN,2
CN102815737A, C01F   7/76        20060101AFI20130527BHCN,1
CN102853196A, F16L  47/03        20060101AFI20130502BHCN         ,1
CN102853196A,  F16L  47/18        20060101ALI20130502BHCN,2
CN102863339A, C07C  69/96        20060101AFI20130502BHCN         ,1
CN102863339A,  C07C  68/06        20060101ALI20130502BHCN,2
CN102798497A, G01L   9/00        20060101AFI20130228BHCN         ,1
CN102798497A,  G01L  19/04        20060101ALI20130228BHCN,2
CN102825399A, B23K  35/365       20060101AFI20130527BHCN         ,1
CN102825399A,  B23K  35/30        20060101ALI20130527BHCN,2
CN102878056A, F04B  39/00        20060101AFI20130502BHCN,1
CN102826586A, C01G   9/02        20060101AFI20130527BHCN         ,1
CN102826586A,  B82Y  40/00        20110101ALI20130527BHCN,2
CN102897085A, B60Q   1/50        20060101AFI20130716BHCN,1
CN102879181A, G01M  11/02        20060101AFI20130502BHCN,1
CN102906601A, G01V   7/16        20060101AFI20130716BHCN,1
CN102897630A, B66B   5/16        20060101AFI20130716BHCN,1
CN102855827A, G09F   9/33        20060101AFI20130502BHCN,1
CN102927240A, F16H  55/17        20060101AFI20130716BHCN,1
CN102918193A, D05B  69/00        20060101AFI20130716BHCN         ,1
CN102918193A,  D05B  19/12        20060101ALI20130716BHCN         ,2
CN102918193A,  D05C  11/08        20060101ALI20130716BHCN,3
CN102890009A, G01N   1/04        20060101AFI20130502BHCN         ,1
CN102890009A,  G01N   1/28        20060101ALI20130502BHCN,2
CN102918569A, G07C   9/00        20060101AFI20130716BHCN         ,1
CN102918569A,  G06F   1/16        20060101ALI20130716BHCN         ,2
CN102918569A,  H04B   1/38        20060101ALI20130716BHCN         ,3
CN102918569A,  H04M   1/04        20060101ALI20130716BHCN,4
CN102890264A, G01S   5/02        20100101AFI20130502BHCN,1
CN102956224A, G10H   1/00        20060101AFI20130716BHCN         ,1
CN102956224A,  G10H   1/36        20060101ALI20130716BHCN,2
CN102910098A, B60N   2/68        20060101AFI20130716BHCN         ,1
CN102910098A,  B60N   2/58        20060101ALI20130716BHCN,2
CN102891933A, H04M   1/725       20060101AFI20130502BHCN         ,1
CN102891933A,  H04M   1/2745      20060101ALI20130502BHCN,2
CN102920740A, A61K  36/00        20060101AFI20130716BHCN         ,1
CN102920740A,  B01D  11/02        20060101ALI20130716BHCN         ,2
CN102920740A,  B01J  19/10        20060101ALI20130716BHCN,3
CN102892188A, H04W  52/14        20090101AFI20130502BHCN         ,1
CN102892188A,  H04W  52/24        20090101ALI20130502BHCN         ,2
CN102892188A,  H04W  52/26        20090101ALI20130502BHCN,3
CN102911127A, C07D 251/70        20060101AFI20130716BHCN         ,1
CN102911127A,  C09B  23/14        20060101ALI20130716BHCN,2
CN102930441A, G06Q  30/00        20120101AFI20130716BHCN         ,1
CN102930441A,  G06K  17/00        20060101ALI20130716BHCN,2
CN102949306A, A61K   8/9789      20170101A I20171219RHCN         ,1
CN102949306A,  A61Q  19/00        20060101ALI20130716BHCN         ,2
CN102949306A,  A61Q  19/10        20060101ALI20130716BHCN,3
CN102958762A, B60S   1/04        20060101AFI20130716BHCN         ,1
CN102958762A,  F16B   5/06        20060101ALI20130716BHCN         ,2
CN102958762A,  F16B  37/08        20060101ALI20130716BHCN,3
CN102940203A, A23L   1/164       20060101AFI20130716BHCN         ,1
CN102940203A,  A23L   1/30        20060101ALI20130716BHCN,2
CN102912213A, C22C  37/04        20060101AFI20130716BHCN         ,1
CN102912213A,  C21C   1/10        20060101ALI20130716BHCN         ,2
CN102912213A,  C21D   5/00        20060101ALI20130716BHCN         ,3
CN102912213A,  C22C  33/10        20060101ALI20130716BHCN,4
CN102950223A, B21D  53/04        20060101AFI20130716BHCN,1
CN102912693A, E01B   1/00        20060101AFI20130716BHCN         ,1
CN102912693A,  E01B  19/00        20060101ALI20130716BHCN         ,2
CN102912693A,  E01B  29/00        20060101ALI20130716BHCN,3
CN102894001A, A01N  47/12        20060101AFI20130716BHCN         ,1
CN102894001A,  A01N  31/08        20060101ALI20130716BHCN         ,2
CN102894001A,  A01N  33/20        20060101ALI20130716BHCN         ,3
CN102894001A,  A01N  37/40        20060101ALI20130716BHCN         ,4
CN102894001A,  A01N  43/80        20060101ALI20130716BHCN         ,5
CN102894001A,  A01P   1/00        20060101ALI20130716BHCN         ,6
CN102894001A,  A01P   3/00        20060101ALI20130716BHCN,7
CN102894381A, A23L  13/50        20160101AFI20160226RMEP         ,1
CN102894381A,  A23L  19/12        20160101ALI20160226RMEP,2
CN102932259A, H04L  12/753       20130101AFI20130716BHCN         ,1
CN102932259A,  H04L  12/721       20130101ALI20130716BHCN,2
CN102932440A, H04L  29/08        20060101AFI20130716BHCN,1
CN102913866A, F21V  21/00        20060101AFI20130716BHCN         ,1
CN102913866A,  F21S   8/00        20060101ALI20130716BHCN         ,2
CN102913866A,  F21V   8/00        20060101ALI20130716BHCN         ,3
CN102913866A,  F21Y 101/02        20060101ALN20130716BHCN         ,4
CN102913866A,  G02F   1/13357     20060101ALI20130716BHCN,5
CN102952518A, C09J 183/07        20060101AFI20130716BHCN         ,1
CN102952518A,  C09J 183/05        20060101ALI20130716BHCN         ,2
CN102952518A,  H01L  31/048       20140101A I20141212RHCN         ,3
CN102952518A,  H01L  31/18        20060101ALI20130716BHCN,4
CN102953008A, C22C  38/44        20060101AFI20130716BHCN         ,1
CN102953008A,  C21D   1/25        20060101ALI20130716BHCN         ,2
CN102953008A,  C21D   1/28        20060101ALI20130716BHCN         ,3
CN102953008A,  C22C  38/46        20060101ALI20130716BHCN         ,4
CN102953008A,  C22C  38/48        20060101ALI20130716BHCN         ,5
CN102953008A,  C22C  38/50        20060101ALI20130716BHCN         ,6
CN102953008A,  F16D  65/02        20060101ALI20130716BHCN,7
CN102926396A, E02D  27/01        20060101AFI20130716BHCN         ,1
CN102926396A,  E03F   1/00        20060101ALI20130716BHCN         ,2
CN102926396A,  E04B   2/64        20060101ALI20130716BHCN,3
CN102997848A, G01B  11/02        20060101AFI20130716BHCN,1
CN102987163A, A23K   1/18        20060101AFI20130716BHCN         ,1
CN102987163A,  A23K   1/16        20060101ALI20130716BHCN,2
CN102978260A, C12P  19/26        20060101AFI20130716BHCN         ,1
CN102978260A,  C08B  37/08        20060101ALI20130716BHCN,2
CN102946062A, H02B  11/167       20060101AFI20130716BHCN,1
CN103008180A, B05C  11/02        20060101AFI20130725BHCN,1
CN103018560A, G01R  27/02        20060101AFI20130725BHCN,1
CN103018565A, G01R  27/14        20060101AFI20130725BHCN         ,1
CN103018565A,  G08B  13/02        20060101ALI20130725BHCN,2
CN103008519A, B21J   9/20        20060101AFI20130725BHCN,1
CN103009737A, B32B  27/06        20060101AFI20130725BHCN         ,1
CN103009737A,  B32B  27/18        20060101ALI20130725BHCN,2
CN102971108A, B23K  20/12        20060101AFI20130716BHCN,1
CN102971240A, B65G  47/96        20060101AFI20130716BHCN,1
CN102971334A, C07F  17/00        20060101AFI20130716BHCN,1
CN103020523A, G06F  21/56        20130101AFI20130725BHCN,1
CN103039657A, A23F   3/34        20060101AFI20130725BHCN,1
CN103002013A, H04L  29/08        20060101AFI20130716BHCN         ,1
CN103002013A,  H04L  29/06        20060101ALI20130716BHCN,2
CN103030277A, C03C   4/16        20060101AFI20130725BHCN         ,1
CN103030277A,  C03C   3/087       20060101ALI20130725BHCN,2
CN103050020A, G08G   1/0968      20060101AFI20130725BHCN,1
CN102984032A, H04L  12/26        20060101AFI20130716BHCN         ,1
CN102984032A,  H04L  12/757       20130101ALI20130716BHCN,2
CN102984277A, H04L  29/08        20060101AFI20130716BHCN         ,1
CN102984277A,  H04L  29/06        20060101ALI20130716BHCN,2
CN102974752A, B22C   3/00        20060101AFI20130716BHCN,1
CN102984969A, A47C   1/032       20060101AFI20130716BHCN         ,1
CN102984969A,  A47C   7/40        20060101ALI20130716BHCN,2
CN102975432A, B32B  17/06        20060101AFI20130716BHCN         ,1
CN102975432A,  B60J   1/00        20060101A I20171219RHCN         ,2
CN102975432A,  B60Q   3/74        20170101A I20171219RHCN         ,3
CN102975432A,  F21V  19/00        20060101ALI20130716BHCN         ,4
CN102975432A,  F21Y 115/10        20160101A N20170213RHCN,5
CN103024175A, H04M   1/725       20060101AFI20130725BHCN,1
CN103052764A, F01D   5/02        20060101AFI20130725BHCN         ,1
CN103052764A,  F01D  25/28        20060101ALI20130725BHCN,2
CN103014205A, C21B   5/00        20060101AFI20130725BHCN,1
CN102995602A, E02B   3/06        20060101AFI20130716BHCN,1
CN103068961A, C12M   1/04        20060101AFI20130725BHCN,1
CN103064365A, G05B  19/418       20060101AFI20130725BHCN         ,1
CN103064365A,  G08B  25/00        20060101ALI20130725BHCN,2
CN103016104A, F01N   3/023       20060101AFI20130725BHCN,1
CN103046421A, D21F   1/48        20060101AFI20130725BHCN,1
CN103106810A, G08G   1/14        20060101AFI20130829BHCN         ,1
CN103106810A,  G07B  15/06        20110101ALI20130829BHCN,2
CN103117261A, H01L  23/488       20060101AFI20130829BHCN         ,1
CN103117261A,  H01L  21/60        20060101ALI20130829BHCN,2
CN103090262A, F21S   8/00        20060101AFI20130829BHCN         ,1
CN103090262A,  F21V   7/10        20060101ALI20130829BHCN         ,2
CN103090262A,  F21V  17/10        20060101ALI20130829BHCN         ,3
CN103090262A,  F21Y 101/02        20060101ALN20130829BHCN         ,4
CN103090262A,  G02F   1/13357     20060101ALI20130829BHCN,5
CN103110348A, A47J  27/21        20060101AFI20130829BHCN         ,1
CN103110348A,  A47J  36/00        20060101ALI20130829BHCN,2
CN103110537A, A61K   8/92        20060101AFI20130829BHCN         ,1
CN103110537A,  A61Q  19/10        20060101ALI20130829BHCN,2
CN103101764A, B65G  47/91        20060101AFI20130829BHCN,1
CN103075432A, F16D   3/16        20060101AFI20130829BHCN,1
CN103084299A, B05C   5/02        20060101AFI20130829BHCN         ,1
CN103084299A,  B05C  11/10        20060101ALI20130829BHCN,2
CN103150915A, G08G   1/09        20060101AFI20130926BHCN         ,1
CN103150915A,  G09F   9/33        20060101ALI20130926BHCN,2
CN103075815A, F24S  23/00        20180101AFI20171024RMEP,1
CN103141660A, A23G   9/08        20060101AFI20130926BHCN,1
CN103093934A, H01F  27/26        20060101AFI20130829BHCN         ,1
CN103093934A,  H01F  27/245       20060101ALI20130829BHCN         ,2
CN103093934A,  H01F  41/02        20060101ALI20130829BHCN,3
CN103143050A, A61L  15/28        20060101AFI20130926BHCN         ,1
CN103143050A,  A61F  13/02        20060101ALI20130926BHCN         ,2
CN103143050A,  A61L  15/44        20060101ALI20130926BHCN,3
CN103105042A, F26B   9/02        20060101AFI20130829BHCN         ,1
CN103105042A,  E04B   1/74        20060101ALI20130829BHCN         ,2
CN103105042A,  E04B   1/76        20060101ALI20130829BHCN         ,3
CN103105042A,  E04B   7/02        20060101ALI20130829BHCN         ,4
CN103105042A,  E04D  13/16        20060101ALI20130829BHCN         ,5
CN103105042A,  E04D  13/17        20060101ALI20130829BHCN         ,6
CN103105042A,  E04F  15/18        20060101ALI20130829BHCN         ,7
CN103105042A,  E04H   5/02        20060101ALI20130829BHCN         ,8
CN103105042A,  F26B  21/00        20060101ALI20130829BHCN,9
CN103167664A, H05B  37/02        20060101AFI20130926BHCN,1
CN103153529A, B23K  35/30        20060101AFI20130926BHCN         ,1
CN103153529A,  B23K   9/095       20060101ALI20130926BHCN         ,2
CN103153529A,  B23K   9/18        20060101ALI20130926BHCN         ,3
CN103153529A,  B23K   9/23        20060101ALI20130926BHCN         ,4
CN103153529A,  B23K  35/362       20060101ALI20130926BHCN         ,5
CN103153529A,  B23K 103/04        20060101ALN20130926BHCN         ,6
CN103153529A,  C22C  38/00        20060101ALI20130926BHCN         ,7
CN103153529A,  C22C  38/26        20060101ALI20130926BHCN,8
CN103114636A, E03D  11/10        20060101AFI20130829BHCN,1
CN103114706A, E04F  15/22        20060101AFI20130829BHCN         ,1
CN103114706A,  B32B  27/08        20060101ALI20130829BHCN         ,2
CN103114706A,  B32B  27/12        20060101ALI20130829BHCN         ,3
CN103114706A,  B32B  27/30        20060101ALI20130829BHCN         ,4
CN103114706A,  B32B  37/02        20060101ALI20130829BHCN         ,5
CN103114706A,  B32B  37/06        20060101ALI20130829BHCN         ,6
CN103114706A,  E04F  15/10        20060101ALI20130829BHCN         ,7
CN103114706A,  E04F  15/18        20060101ALI20130829BHCN,8
CN103095961A, H04N   1/21        20060101AFI20130829BHCN         ,1
CN103095961A,  H04N   5/77        20060101ALI20130829BHCN,2
CN103169654A, A61K   9/10        20060101AFI20130926BHCN         ,1
CN103169654A,  A61K   9/14        20060101ALI20130926BHCN         ,2
CN103169654A,  A61K  31/546       20060101ALI20130926BHCN         ,3
CN103169654A,  A61K  47/40        20060101ALI20130926BHCN         ,4
CN103169654A,  A61P  31/04        20060101ALI20130926BHCN,5
CN103187787A, H02J   9/04        20060101AFI20131029BHCN,1
CN103145975A, C08G  65/44        20060101AFI20130926BHCN,1
CN103170389A, B01L   9/06        20060101AFI20130926BHCN,1
CN103207008A, G01G  19/03        20060101AFI20131029BHCN,1
CN103172013A, B67D   1/14        20060101AFI20130926BHCN,1
CN103181695A, A47F   7/00        20060101AFI20131029BHCN,1
CN103216599A, F16H  37/06        20060101AFI20131029BHCN,1
CN103207657A, G06F   1/26        20060101AFI20131029BHCN,1
CN103226772A, G06Q  30/00        20120101AFI20131203BHCN         ,1
CN103226772A,  G06K   7/10        20060101ALI20131203BHCN,2
CN103208824A, H02J   7/00        20060101AFI20131029BHCN,1
CN103245611A, G01N  21/00        20060101AFI20131203BHCN         ,1
CN103245611A,  F21V  13/00        20060101ALI20131203BHCN         ,2
CN103245611A,  G01N  21/64        20060101ALI20131203BHCN,3
CN103247816A, H01M   8/18        20060101AFI20131203BHCN,1
CN103221480A, C08L  63/00        20060101AFI20131029BHCN         ,1
CN103221480A,  C08G  59/24        20060101ALI20131029BHCN         ,2
CN103221480A,  C08K   3/00        20060101ALI20131029BHCN         ,3
CN103221480A,  H01L  23/29        20060101ALI20131029BHCN         ,4
