'ID,Serial No,Location,Mfg.,Type,Model,Reading Date,Reading Time,Reading Timezone,Hour Meter,Operator Logon,Equipment Idle,Equipment Meter Usage,Equipment Travel,Equipment Hydraulic
120 F,9A151354,Bunker Hill Warehouse,Crown Equipment Corporation,FC,FC4020-50,09/29/20,01:26:27 PM,EDT,1241.4,7.6,2.7,4.9,3.2,0.6
899 F,10009678,Bunker Hill Warehouse,Crown Equipment Corporation,PR,PR4500-80,09/29/20,11:03:34 AM,EDT,607.6,50.2,41.8,8.4,9.5,0.6
075 F,1A526198,Bunker Hill Warehouse,Crown Equipment Corporation,RM6000,RMD6095S-32,09/29/20,02:30:27 PM,EDT,337.4,33.9,24.6,9.3,6.1,1.8
512 F,9A230845,Bunker Hill Warehouse,Crown Equipment Corporation,WAVE,WAV60-118,09/29/20,10:46:41 AM,EDT,87.9,13.0,11.2,1.9,0.9,0.3
525 F,10064195,Bunker Hill Warehouse,Crown Equipment Corporation,WAVE,WAV60-118,09/29/20,09:30:09 AM,EDT,84.0,6.6,5.2,1.4,0.9,0.1
125 F,9A203309,Celina,Crown Equipment Corporation,FC,FC4525-60,09/30/20,05:51:43 AM,EDT,9925.0,165.6,18.1,147.6,110.4,9.2
141 F,9A229743,Celina,Crown Equipment Corporation,FC,FC5225-55,09/30/20,04:53:41 AM,EDT,3793.6,97.2,33.6,63.6,39.7,10.1
157 F,9A208144,Celina,Crown Equipment Corporation,FC,FC4525-50,09/29/20,02:18:53 PM,EDT,3212.4,72.4,51.0,21.4,12.7,1.4
192 F,10042965,Celina,Crown Equipment Corporation,FC,FC5245-65,09/30/20,05:48:44 AM,EDT,3231.0,156.9,97.9,59.0,37.0,16.9
634 F,65036,Celina,Hubtex,Hubtex,MSU 37 2140-PUS,09/30/20,05:59:59 AM,EDT,6637.0,533.0,20.7,512.3,24.0,9.6
694 F,63999,Celina,Hubtex,Hubtex,MSU+37+2140-AMR,09/30/20,05:59:59 AM,EDT,29885.1,489.8,0.2,489.6,36.8,357.6
922 F,6A254113,Celina,Crown Equipment Corporation,PE,PE4500-80,09/29/20,11:12:02 PM,EDT,3105.2,6.4,3.5,2.9,3.2,0.1
847 M,6A324462,Celina,Crown Equipment Corporation,PR,PR4500-80,09/29/20,01:21:52 PM,EDT,149.8,9.9,6.3,3.5,4.1,0.1
977 M,10060813,Celina,Crown Equipment Corporation,PR,PR4500-80,09/30/20,03:00:00 AM,EDT,179.5,25.8,21.5,4.2,4.9,0.3
801 O,10192724,Celina,Crown Equipment Corporation,PW,PW3520-80,09/30/20,05:18:26 AM,EDT,32.1,48.4,32.1,16.3,16.3,0.6
104 F,1A435566,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:30:44 PM,EDT,6238.3,127.6,63.7,63.9,47.3,21.7
110 F,1A495891,Celina,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:59:59 AM,EDT,6423.7,401.6,125.5,276.1,213.9,51.2
116 F,1A324944,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:39:22 AM,EDT,14336.1,99.4,50.1,49.3,34.3,8.8
117 M,1A325007,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,01:54:06 PM,EDT,11626.4,119.0,39.3,79.6,60.4,15.7
121 F,1A536713,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:16:46 PM,EDT,2822.7,121.0,70.2,50.8,33.4,10.3
126 F,1A518177,Celina,Crown Equipment Corporation,RC5500,RC5525-30,09/30/20,05:59:59 AM,EDT,1462.8,229.4,89.4,140.0,113.1,31.4
129 F,1A573870,Celina,Crown Equipment Corporation,RC5500,RC5545-40,09/29/20,11:21:50 AM,EDT,149.8,46.1,25.8,20.3,13.9,3.0
130 M,1A371361,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:03:35 AM,EDT,10516.4,155.3,66.8,88.5,70.1,8.0
137 M,1A472712,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,04:28:11 AM,EDT,3747.5,139.0,63.2,75.8,60.8,5.9
166 O,1A400653,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:20:48 AM,EDT,4951.4,93.4,54.7,38.7,29.7,6.7
170 F,1A562185,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,4370.9,459.3,143.1,316.2,253.0,83.3
179 F,1A544983,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,02:36:24 AM,EDT,3053.1,161.8,68.6,93.3,72.4,19.0
183 M,1A333132,Celina,Crown Equipment Corporation,RC5500,RC5530C-30,09/30/20,05:20:59 AM,EDT,2990.8,52.8,28.4,24.5,14.3,4.2
187 F,1A328955,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,06:45:13 PM,EDT,10054.5,87.4,48.7,38.6,28.3,5.7
188 F,1A328681,Celina,Crown Equipment Corporation,RC5500,RC5545-40,09/29/20,02:32:10 PM,EDT,13885.3,133.6,66.9,66.7,53.2,13.8
189 F,1A328680,Celina,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,05:59:59 AM,EDT,16086.4,273.8,161.4,112.4,80.9,30.7
191 F,1A342071,Celina,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,12:49:40 PM,EDT,7553.4,155.6,52.0,103.6,71.5,16.8
004 F,1A480272,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,10:25:29 PM,EDT,5075.5,260.0,167.5,92.6,62.7,24.2
008 F,1A511129,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,3770.3,319.3,204.9,114.3,77.3,30.9
022 F,1A417680,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,12:19:42 PM,EDT,12113.1,144.4,60.8,83.6,57.8,18.1
051 F,1A519098,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,3825.6,304.7,185.7,119.1,77.7,26.9
052 F,1A446908,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:33:06 AM,EDT,4932.1,209.9,139.4,70.5,55.5,20.2
069 F,1A480036,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:59:59 AM,EDT,4797.0,393.6,165.1,228.5,185.7,71.3
073 F,1A485060,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/30/20,05:54:33 AM,EDT,6783.0,106.2,53.4,52.8,39.0,12.5
078 F,1A575976,Celina,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,10:15:39 PM,EDT,691.2,243.9,156.0,87.8,69.4,22.3
061 F,1A400677,Celina,Crown Equipment Corporation,RR,RR5725-45,09/30/20,03:56:40 AM,EDT,8796.2,26.3,16.1,10.1,7.1,2.3
115 F,10029965,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,11358.1,405.9,124.2,281.8,177.4,39.1
142 F,10064197,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,01:59:59 AM,EDT,6052.3,247.8,109.5,138.3,103.4,26.6
150 F,9A229806,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,14913.2,405.5,112.2,293.3,199.3,62.4
152 F,10051828,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:33:01 AM,EDT,13633.9,348.5,53.3,295.2,228.4,52.2
155 F,9A205677,Celina,Crown Equipment Corporation,SC,SC5245-35,09/29/20,02:09:10 PM,EDT,5693.2,63.4,35.4,28.1,21.9,3.1
165 F,9A205122,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,27564.1,305.3,55.9,249.4,179.0,46.6
176 F,9A217212,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,21280.6,299.0,70.6,228.4,174.4,45.2
177 F,9A217213,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,16885.1,328.2,87.6,240.6,149.6,59.7
178 F,9A217214,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,12:28:56 AM,EDT,14484.9,300.9,139.3,161.6,124.2,29.8
180 F,9A193372,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,24545.2,332.1,99.1,233.0,161.9,62.8
185 M,9A193281,Celina,Crown Equipment Corporation,SC,SC5225-35,09/30/20,05:59:59 AM,EDT,11625.0,129.1,35.1,94.0,66.6,17.4
629 M,GS3007A-,Celina,Genie Lift,Scissor Lift,GS-1930,09/29/20,02:28:41 PM,EDT,1425.1,334.5,334.5,0.0,0.0,0.0
636 M,GRP-48177,Celina,Genie Lift,Scissor Lift,GR-20,09/29/20,05:01:43 PM,EDT,256.8,12.5,9.0,3.5,3.5,0.0
683 M,GS3216P-,Celina,Genie Lift,Scissor Lift,GS-2032,09/29/20,12:48:39 PM,EDT,318.5,356.9,356.9,0.0,0.0,0.0
685 M,GS4616P-,Celina,Genie Lift,Scissor Lift,GS-2646,09/19/20,10:22:34 AM,EDT,428.9,124.6,123.2,1.5,1.5,0.0
714 M,39506,Celina,Genie Lift,Scissor Lift,GS-2032,09/29/20,01:54:12 PM,EDT,1756.1,62.1,57.7,4.4,4.4,0.0
305 I,10042925,Celina,Crown Equipment Corporation,SHR/SH,SH5540-40,09/30/20,05:59:59 AM,EDT,1073.8,263.8,235.7,28.1,14.4,1.3
318 I,6A294691,Celina,Crown Equipment Corporation,SHR/SH,SH5540-40,09/30/20,05:51:31 AM,EDT,19087.5,24.5,20.9,3.6,1.8,0.2
321 I,10060820,Celina,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/30/20,05:59:59 AM,EDT,1524.3,194.1,159.5,34.7,20.1,4.0
327 I,10145974,Celina,Crown Equipment Corporation,SHR/SH,SH5540-40,09/29/20,11:54:30 PM,EDT,505.0,331.5,297.3,34.2,16.7,1.2
342 I,10163758,Celina,Crown Equipment Corporation,SHR/SH,SH5540-40,09/30/20,05:43:33 AM,EDT,328.0,282.7,234.3,48.4,26.8,3.0
365 I,6A325225,Celina,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/30/20,01:37:11 AM,EDT,4439.1,34.4,20.8,13.6,8.9,0.4
366 I,6A325226,Celina,Crown Equipment Corporation,SHR/SH,SH5540-40,09/30/20,05:59:59 AM,EDT,5312.3,364.4,269.3,95.1,44.7,10.1
207 F,1A478883,Celina,Crown Equipment Corporation,SP,SP3520-30,09/29/20,10:12:00 AM,EDT,1154.8,23.5,17.7,5.8,0.8,0.4
211 M,1A507735,Celina,Crown Equipment Corporation,SP,SP3520-30,09/29/20,12:13:19 PM,EDT,1920.4,96.5,58.3,38.3,9.4,1.6
230 F,1A491512,Celina,Crown Equipment Corporation,SP,SP3520-30,09/29/20,06:41:42 PM,EDT,1174.5,22.9,9.9,13.0,3.2,1.4
311 I,5A509262,Celina,Crown Equipment Corporation,SX,SX3000-30,09/29/20,11:12:43 PM,EDT,3879.2,158.3,137.7,20.5,16.4,4.6
353 I,5A501250,Celina,Crown Equipment Corporation,SX,SX3000-30,09/29/20,11:35:40 AM,EDT,2519.3,39.9,34.7,5.2,4.5,1.1
356 I,5A502916,Celina,Crown Equipment Corporation,SX,SX3000-30,09/29/20,01:18:27 PM,EDT,415.8,11.7,11.0,0.8,0.6,0.2
369 F,10119761,Celina,Crown Equipment Corporation,SX,SX3000-40,09/29/20,02:23:31 PM,EDT,7.1,13.4,11.7,1.7,1.7,0.6
425 F,6A263657,Celina,Crown Equipment Corporation,TR,TR3600-200 (Non Can),09/29/20,10:53:16 PM,EDT,13925.6,168.3,125.1,43.2,37.3,0.0
409 F,10060815,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,05:59:59 AM,EDT,3236.7,325.5,240.3,85.3,93.1,0.0
420 F,10180138,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,05:58:16 AM,EDT,893.1,355.7,255.9,99.8,109.7,0.0
421 F,10178379,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,03:59:59 AM,EDT,562.6,338.9,261.0,77.9,84.6,0.0
472 F,6A323532,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,05:01:49 AM,EDT,2046.0,69.2,54.3,14.8,16.3,0.0
473 F,6A305585,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,05:37:07 AM,EDT,4903.7,167.8,128.8,38.9,43.4,0.0
474 F,6A305586,Celina,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,05:25:00 AM,EDT,3747.1,144.4,110.8,33.6,35.7,0.0
213 F,1A509056,Celina,Crown Equipment Corporation,TSP,TSP7000-33,09/30/20,04:56:03 AM,EDT,7110.2,188.0,21.1,166.9,72.4,87.9
236 F,1A378544,Celina,Crown Equipment Corporation,TSP,TSP7000-33,09/30/20,05:59:59 AM,EDT,19258.5,259.4,72.9,186.5,70.2,80.8
505 F,9A165233,Celina,Crown Equipment Corporation,WAVE,WAV50-118,09/25/20,11:26:14 AM,EDT,510.3,9.2,5.8,3.5,1.9,0.3
511 M,9A135580,Celina,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,12:59:59 PM,EDT,1562.8,25.0,20.8,4.2,2.0,0.6
516 M,9A208491,Celina,Crown Equipment Corporation,WAVE,WAV50-118,09/30/20,02:51:09 AM,EDT,784.7,24.2,16.9,7.3,3.7,0.4
528 F,10064196,Celina,Crown Equipment Corporation,WAVE,WAV60-118,09/30/20,05:47:59 AM,EDT,594.7,50.5,35.7,14.8,7.6,2.1
907 F,10102761,Celina,Crown Equipment Corporation,WP,WP3030-45,09/30/20,05:36:20 AM,EDT,139.0,24.9,20.0,4.9,4.9,0.4
927 O,5A369615,Celina,Crown Equipment Corporation,WP,WP2340-45,09/30/20,05:12:04 AM,EDT,3037.2,40.2,30.3,9.9,9.9,0.7
171 O,9A209445,Ft. Loramie,Crown Equipment Corporation,FC,FC4515-50,09/25/20,10:08:39 AM,EDT,80.9,2.7,1.0,1.6,1.0,0.1
610 O,9A202149,Ft. Loramie,Crown Equipment Corporation,IC,C51050-50,09/25/20,09:59:59 AM,EDT,63.3,3.7,0.1,3.6,2.0,0.1
811 O,6A247105,Ft. Loramie,Crown Equipment Corporation,PE,PE4500-80,09/14/20,07:40:54 AM,EDT,37.7,0.3,0.3,0.0,0.0,0.0
837 O,6A327199,Ft. Loramie,Crown Equipment Corporation,PE,PE4500-80,09/24/20,03:25:26 PM,EDT,14.3,3.0,1.9,1.0,1.1,0.0
975 O,6A325414,Ft. Loramie,Crown Equipment Corporation,PR,PR4500-80,09/25/20,09:59:59 AM,EDT,43.2,2.0,1.4,0.5,0.6,0.0
124 O,1A430376,Ft. Loramie,Crown Equipment Corporation,RC5500,RC5525-30,09/25/20,09:59:59 AM,EDT,469.9,3.0,1.3,1.8,1.0,0.2
027 O,1A426729,Ft. Loramie,Crown Equipment Corporation,RM6000,RM6025-45,09/29/20,12:45:40 PM,EDT,370.3,4.1,1.1,3.1,1.6,0.3
054 O,1A450043,Ft. Loramie,Crown Equipment Corporation,RR,RR5725-45,09/25/20,09:59:59 AM,EDT,385.5,2.7,1.3,1.4,0.8,0.2
114 O,9A193022,Ft. Loramie,Crown Equipment Corporation,SC,SC5215-30,09/25/20,10:02:11 AM,EDT,56.6,3.5,1.1,2.4,1.2,0.2
367 O,6A325550,Ft. Loramie,Crown Equipment Corporation,SHR/SH,SHR5540-35,09/25/20,01:05:50 PM,EDT,479.1,1.9,0.5,1.3,0.6,0.1
205 O,1A437323,Ft. Loramie,Crown Equipment Corporation,SP,SP3520-30,09/25/20,10:08:09 AM,EDT,187.3,5.7,1.9,3.8,2.0,0.2
307 O,5A534110,Ft. Loramie,Crown Equipment Corporation,SX,SX3000-40,09/25/20,09:59:59 AM,EDT,27.3,3.7,3.2,0.5,0.5,0.1
411 O,6A295998,Ft. Loramie,Crown Equipment Corporation,TR,TR3600-200,09/25/20,09:59:59 AM,EDT,121.2,2.1,1.4,0.7,0.7,0.0
242 O,1A503465,Ft. Loramie,Crown Equipment Corporation,TSP,TSP7000-33,09/25/20,10:08:00 AM,EDT,105.5,7.1,1.1,6.0,1.9,0.9
539 O,9A219808,Ft. Loramie,Crown Equipment Corporation,WAVE,WAV50-118,09/25/20,10:19:46 AM,EDT,152.3,5.2,2.3,2.9,1.7,0.2
812 O,7A286028,Ft. Loramie,Crown Equipment Corporation,WP,WP3035-45,09/25/20,10:05:36 AM,EDT,23.6,2.5,1.8,0.7,0.7,0.0
Buggy001,3070608,Greencastle,Cushman,Carrier,TitanXD,09/29/20,01:31:50 PM,EDT,593.8,162.4,6.3,156.1,156.1,0.0
Buggy002,3098278,Greencastle,Cushman,Carrier,TitanXD,09/30/20,05:59:59 AM,EDT,848.8,194.4,6.9,187.5,187.5,0.0
Buggy003,3389355,Greencastle,Cushman,Carrier,Minute Miser,09/29/20,02:59:59 PM,EDT,162.9,57.8,0.3,57.5,57.5,0.0
Buggy004,5185378,Greencastle,EZ-GO,Carrier,628520G01,09/20/20,10:22:25 AM,EDT,40.3,2.7,0.1,2.6,2.6,0.0
Buggy005,3161558,Greencastle,Cushman,Carrier,TitanXD,09/30/20,05:59:59 AM,EDT,823.8,191.2,0.3,190.9,190.9,0.0
014,9A225843,Greencastle,Crown Equipment Corporation,FC,FC5245-65,09/23/20,10:16:31 AM,EDT,752.7,66.2,33.5,32.7,20.9,2.2
109,10017462,Greencastle,Crown Equipment Corporation,PR,PR4500-80,09/29/20,09:34:58 PM,EDT,787.4,16.4,7.8,8.6,9.2,0.5
110,10017489,Greencastle,Crown Equipment Corporation,PR,PR4500-80,09/29/20,02:05:14 PM,EDT,904.3,29.6,19.4,10.1,11.0,1.4
117,10073398,Greencastle,Crown Equipment Corporation,PR,PR4500-80,09/29/20,02:20:03 PM,EDT,458.8,92.4,78.9,13.5,14.8,1.8
113,10058591,Greencastle,Crown Equipment Corporation,PW,PW3520-80,09/29/20,10:07:25 PM,EDT,138.8,10.9,8.4,2.4,2.4,0.0
002,1A357693,Greencastle,Crown Equipment Corporation,RC5500,RC5545-40,09/30/20,12:17:54 AM,EDT,4086.7,6.3,3.6,2.7,1.2,0.4
008,1A433192,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,08:36:19 PM,EDT,10835.2,158.6,35.8,122.8,98.1,35.3
018,1A557464,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,07:14:22 PM,EDT,1808.2,198.4,116.6,81.9,65.1,12.2
019,1A561968,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:39:26 PM,EDT,1881.7,164.0,97.2,66.8,51.2,11.5
021,1A487607,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,09:57:20 PM,EDT,5330.0,174.0,59.9,114.1,88.4,26.0
026,1A414315,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/21/20,02:35:37 PM,EDT,11267.8,59.0,38.9,20.1,14.4,1.6
034,1A556918,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:41:23 PM,EDT,1736.0,140.4,87.7,52.7,40.6,9.7
035,1A355947,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/23/20,12:11:26 PM,EDT,18017.9,64.5,31.2,33.4,26.7,3.7
036,1A561969,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:44:04 PM,EDT,1052.8,136.3,87.2,49.1,37.4,18.0
037,1A553585,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,11:38:10 PM,EDT,1911.6,161.4,41.5,119.8,94.5,24.2
053,1A414316,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/21/20,02:44:44 PM,EDT,17972.5,46.5,28.3,18.2,13.9,2.1
055,1A561970,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/21/20,01:16:15 PM,EDT,1262.2,78.3,37.5,40.8,28.3,4.9
065,1A553584,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:32:36 PM,EDT,2693.2,241.4,131.3,110.1,78.9,29.5
066,1A549858,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,3139.5,283.4,144.4,139.0,108.7,37.8
111,1A496181,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,10953.0,372.2,135.1,237.0,188.3,54.4
123,1A531535,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:22:52 AM,EDT,3054.4,76.1,42.3,33.8,26.0,6.2
127,1A538718,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:17:23 PM,EDT,1590.9,68.1,33.7,34.4,23.4,4.8
130,1A542572,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:50:17 PM,EDT,4625.4,237.6,86.0,151.6,110.2,36.8
131,1A542573,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,02:28:03 PM,EDT,3587.7,77.6,27.3,50.4,38.2,9.0
135,1A549856,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,08:46:14 PM,EDT,2255.2,186.7,80.9,105.9,71.1,18.9
136,1A549857,Greencastle,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,10:01:41 PM,EDT,1618.0,146.6,99.9,46.7,36.3,10.1
061,1A575252,Greencastle,Crown Equipment Corporation,RM6000,RM6095S-45,09/30/20,05:59:59 AM,EDT,1474.7,326.5,102.3,224.3,143.5,57.8
063,1A575645,Greencastle,Crown Equipment Corporation,RM6000,RM6095S-45,09/29/20,10:28:36 PM,EDT,1449.7,248.9,134.1,114.7,78.0,25.6
096,5A538916,Greencastle,Crown Equipment Corporation,SX,SX3000-30,09/29/20,01:54:17 PM,EDT,30.5,19.8,17.8,2.1,1.8,0.3
054,1A303161,Greencastle,Crown Equipment Corporation,TSP,TSP6000-30,09/30/20,06:10:10 AM,EDT,36229.1,260.0,123.6,136.5,29.6,53.1
006,9A116825,Greencastle,Crown Equipment Corporation,WAVE,WAV50-84,09/23/20,05:49:24 AM,EDT,1102.5,0.5,0.4,0.1,0.1,0.0
013,9A116905,Greencastle,Crown Equipment Corporation,WAVE,WAV50-84,09/29/20,09:08:54 AM,EDT,1741.9,12.0,8.8,3.2,3.2,0.0
047,9A138475,Greencastle,Crown Equipment Corporation,WAVE,WAV50-118,09/28/20,08:12:44 AM,EDT,2476.7,5.9,3.6,2.3,0.6,0.0
049,9A224100,Greencastle,Crown Equipment Corporation,WAVE,WAV60-118,09/30/20,05:59:59 AM,EDT,1823.3,194.6,164.6,30.0,23.4,0.5
073,9A151776,Greencastle,Crown Equipment Corporation,WAVE,WAV50-118,09/30/20,05:59:59 AM,EDT,3715.3,80.8,71.0,9.7,7.2,0.1
075,9A151777,Greencastle,Crown Equipment Corporation,WAVE,WAV50-118,09/29/20,09:59:59 PM,EDT,3719.7,149.3,125.4,23.9,17.6,0.3
116,10076246,Greencastle,Crown Equipment Corporation,WAVE,WAV60-118,09/28/20,11:11:18 AM,EDT,270.4,10.8,6.6,4.2,1.8,0.3
118,7A310737,Greencastle,Crown Equipment Corporation,WP,WP3030-45,09/04/20,08:49:19 AM,EDT,0.0,0.3,0.3,0.0,0.0,0.0
129,10102763,Greencastle,Crown Equipment Corporation,WP,WP3035-45,09/17/20,01:19:34 PM,EDT,0.1,0.7,0.7,0.0,0.0,0.0
028,9A222219,Greencastle Materials,Crown Equipment Corporation,FC,FC5225-50,09/29/20,10:45:39 PM,EDT,6269.9,167.4,63.4,104.0,72.7,16.7
029,9A225842,Greencastle Materials,Crown Equipment Corporation,FC,FC5225-50,09/29/20,02:23:44 PM,EDT,4851.0,62.5,30.1,32.4,24.1,5.3
029I,9A126665,Greencastle Materials,Crown Equipment Corporation,FC,FC4020-50,09/29/20,02:51:18 AM,EDT,10824.5,2.5,1.2,1.3,0.7,0.1
124,9A220763,Greencastle Materials,Crown Equipment Corporation,IC,C51050-65,09/29/20,11:21:44 AM,EDT,717.2,20.9,0.7,20.2,9.3,0.9
020,6A276547,Greencastle Materials,Crown Equipment Corporation,PW,PW3520-80,09/29/20,02:11:04 PM,EDT,1590.0,68.9,60.0,9.0,9.0,0.5
048,6A172793,Greencastle Materials,Crown Equipment Corporation,PW,PW3520-80,09/29/20,10:27:05 PM,EDT,422.4,29.0,23.1,5.9,5.9,0.0
001,1A414314,Greencastle Materials,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,03:51:55 AM,EDT,12844.3,89.5,45.8,43.7,33.2,6.9
022,1A557465,Greencastle Materials,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,1662.3,154.8,80.7,74.0,57.9,14.1
064,1A553583,Greencastle Materials,Crown Equipment Corporation,RC5500,RC5535-35,09/30/20,05:59:59 AM,EDT,2329.9,240.1,80.9,159.1,127.3,35.4
091,1A371406,Greencastle Materials,Crown Equipment Corporation,RC5500,RC5535-35,09/21/20,12:59:44 PM,EDT,19625.0,0.0,0.0,0.0,0.0,0.0
115,1A523713,Greencastle Materials,Crown Equipment Corporation,RC5500,RC5535-35,09/29/20,09:40:43 PM,EDT,5383.9,230.4,89.6,140.7,111.1,23.3
004,1A388848,Greencastle Materials,Crown Equipment Corporation,RM6000,RM6095S-45,09/29/20,09:19:19 PM,EDT,11433.9,116.3,31.3,84.9,56.2,19.5
005,1A388849,Greencastle Materials,Crown Equipment Corporation,RM6000,RM6095S-45,09/30/20,03:05:38 AM,EDT,16423.5,228.9,67.5,161.5,115.0,43.4
062,1A575644,Greencastle Materials,Crown Equipment Corporation,RM6000,RM6095S-45,09/29/20,09:59:59 PM,EDT,1717.8,280.2,110.7,169.5,113.3,27.1
015,1A579676,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,09/29/20,10:33:20 PM,EDT,269.6,219.6,146.9,72.7,73.8,21.9
017,1A579677,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,09/30/20,04:59:59 AM,EDT,427.6,315.3,243.5,71.8,70.7,25.5
023,1A579678,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,09/29/20,07:25:36 AM,EDT,377.9,109.6,74.0,35.6,35.7,12.7
031,1A434081,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,09/18/20,10:43:01 AM,EDT,19069.5,80.5,10.1,70.4,24.6,7.6
041,1A446323,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,09/29/20,06:20:52 AM,EDT,16063.0,253.1,30.9,222.2,67.5,21.2
107,1A460243,Greencastle Materials,Crown Equipment Corporation,SP,SP3520-30,09/29/20,10:31:21 PM,EDT,10473.8,70.7,5.0,65.7,24.1,6.2
125,1A533209,Greencastle Materials,Crown Equipment Corporation,SP,SP4020-30,09/30/20,06:10:08 AM,EDT,2382.2,153.7,116.5,37.2,37.3,9.2
119,10078857,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,09/29/20,02:37:57 PM,EDT,351.5,93.8,84.9,9.0,9.1,0.0
120,10080345,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,09/29/20,02:25:16 PM,EDT,393.0,99.4,88.5,10.9,11.4,0.0
121,10082583,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,09/29/20,10:38:36 PM,EDT,613.9,56.9,38.8,18.0,18.2,0.0
122,10114149,Greencastle Materials,Crown Equipment Corporation,TR 4500,TR4500-250,09/30/20,04:24:01 AM,EDT,606.5,64.7,44.1,20.6,20.7,0.0
