'ID,Serial No,Location,Mfg.,Type,Model,Reading Date,Reading Time,Reading Timezone,Hour Meter,Operator Logon,Equipment Idle,Equipment Meter Usage,Equipment Travel,Equipment Hydraulic
100 F *,9A183304,Plant 4 DC,Crown Equipment Corporation,FC,FC-POWERUNIT,03/31/20,11:48:59 PM,EDT,9396.5,207.1,104.4,102.7,79.0,0.0
145 F *,9A152652,Plant 4 DC,Crown Equipment Corporation,FC,FC4000PU,03/27/20,01:09:36 PM,EDT,6133.1,3.1,1.0,2.0,1.3,2.0
159 F *,9A213828,Plant 4 DC,Crown Equipment Corporation,FC,FC4525-55,03/31/20,11:52:08 PM,EDT,7020.7,147.4,61.8,85.6,63.8,8.0
164 F *,10023109,Plant 4 DC,Crown Equipment Corporation,FC,FC5225-55,03/31/20,10:30:59 PM,EDT,3530.8,76.6,17.7,58.9,42.9,10.6
826 F *,6A342392,Plant 4 DC,Crown Equipment Corporation,PE,PE4500-80,03/31/20,04:05:42 PM,EDT,2367.4,138.8,106.9,31.9,41.5,2.2
804 F *,6A335429,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,09:54:36 PM,EDT,3558.8,87.8,36.4,51.4,58.6,2.6
806 F,10073645,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,11:59:59 PM,EDT,752.1,111.0,75.4,35.6,35.9,2.4
815 F,6A251147,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/30/20,01:32:48 PM,EDT,5412.5,0.5,0.2,0.4,0.4,0.0
831 F*,6A342396,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,11:59:59 PM,EDT,3080.8,175.0,137.2,37.8,43.8,3.6
849 F*,10008464,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,11:59:59 PM,EDT,2902.1,86.8,60.4,26.4,28.1,1.3
895 F *,6A311661,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,10:02:07 PM,EDT,4260.5,122.7,80.9,41.8,47.2,3.6
900 F,10082939,Plant 4 DC,Crown Equipment Corporation,PR,PR4500-80,03/31/20,07:43:48 PM,EDT,766.1,159.8,106.0,53.8,59.7,2.2
193 F *,1A421317,Plant 4 DC,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,15873.7,294.0,114.3,179.7,149.5,58.6
011 F,1A573433,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:22:33 PM,EDT,479.2,250.1,76.5,173.7,135.4,35.8
016 F,1A554794,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,1768.3,197.6,88.1,109.5,86.4,21.7
024 F * RM ,1A399726,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6095S-45,03/31/20,11:59:59 PM,EDT,20787.2,409.7,155.7,253.9,192.2,81.8
025,1A564000,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,02:53:28 PM,EDT,613.4,151.2,68.1,83.1,50.0,14.5
026 F * RM ,1A457018,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:46:55 PM,EDT,5857.7,315.8,211.2,104.6,81.5,25.3
039 F * RM ,1A449066,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,14265.6,445.4,166.6,278.8,218.8,66.2
040 F RM - ,1A567546,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6095S-45,03/31/20,11:59:59 PM,EDT,1276.1,431.6,133.4,298.2,229.3,87.8
043 F,1A567547,Plant 4 DC,Crown Equipment Corporation,RM6000,RM6095S-45,03/31/20,11:59:59 PM,EDT,1624.0,414.3,113.7,300.5,233.0,73.7
023 F,1A402703,Plant 4 DC,Crown Equipment Corporation,RR,RR5725-45,03/31/20,02:39:27 PM,EDT,1076.3,103.1,38.8,64.3,38.3,11.6
045 F,1A367246,Plant 4 DC,Crown Equipment Corporation,RR,RR5725-45,03/31/20,02:41:02 PM,EDT,9888.3,115.8,41.3,74.5,42.7,12.5
046 F,1A371009,Plant 4 DC,Crown Equipment Corporation,RR,RR5725-45,03/31/20,02:46:44 PM,EDT,1152.7,122.4,45.0,77.4,45.9,11.2
103 F,10051354,Plant 4 DC,Crown Equipment Corporation,SC,SC5225-35,03/31/20,11:59:59 PM,EDT,5529.6,308.3,128.0,180.2,112.1,21.9
111 F,10128120,Plant 4 DC,Crown Equipment Corporation,SC,SC5225-35,03/31/20,11:59:59 PM,EDT,2007.0,186.1,52.2,133.9,94.0,22.8
163 F *,9A210453,Plant 4 DC,Crown Equipment Corporation,SC,SC5225-35,03/31/20,11:05:53 PM,EDT,7101.1,112.0,58.0,54.0,38.8,9.9
168 F,9A192882,Plant 4 DC,Crown Equipment Corporation,SC,SC5245-40,03/31/20,02:43:59 PM,EDT,1611.0,132.7,17.7,115.0,92.1,19.1
174 F *,9A195702,Plant 4 DC,Crown Equipment Corporation,SC,SC5225-35,03/31/20,10:35:03 PM,EDT,21051.5,286.1,83.5,202.6,165.1,38.8
200 F*,1A483479,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:30:05 PM,EDT,12557.2,345.8,21.1,324.7,110.8,63.1
202 F *,1A486427,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:51:22 PM,EDT,12047.9,355.2,21.8,333.4,108.8,60.4
208 F* SP - ,1A479304,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,10:47:37 PM,EDT,8389.0,193.0,131.1,61.9,56.2,31.2
209 F *,1A486426,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:32:29 PM,EDT,7577.7,229.2,150.5,78.7,71.7,37.1
221 F*,1A479569,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:32:12 PM,EDT,12987.1,224.2,14.6,209.7,69.8,37.6
231F *,1A490016,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:37:55 PM,EDT,7993.4,337.0,218.0,119.1,107.9,59.2
232 F * Lith ,1A490017,Plant 4 DC,Crown Equipment Corporation,SP,SP4050-30,03/31/20,11:29:59 PM,EDT,11792.9,410.2,264.8,145.4,131.9,75.2
218 F *,1A505115,Plant 4 DC,Crown Equipment Corporation,TSP,TSP7000-33,03/31/20,11:42:43 PM,EDT,10444.8,280.6,14.3,266.2,111.7,112.0
219 F *,1A505116,Plant 4 DC,Crown Equipment Corporation,TSP,TSP7000-33,03/31/20,11:44:38 PM,EDT,10497.8,359.0,14.5,344.5,149.7,152.8
220 F *,1A488056,Plant 4 DC,Crown Equipment Corporation,TSP,TSP7000-33,03/31/20,06:33:02 PM,EDT,11397.6,376.6,18.1,358.5,153.0,159.3
240 F *,1A505263,Plant 4 DC,Crown Equipment Corporation,TSP,TSP7000-33,03/31/20,11:42:39 PM,EDT,11106.9,282.4,11.3,271.1,110.8,114.4
507 O,9A138372,Plant 4 DC,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,11:45:24 PM,EDT,2126.5,85.8,74.1,11.7,5.6,4.1
510 F,9A218529,Plant 4 DC,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,11:18:51 PM,EDT,3135.3,102.7,41.9,60.8,28.2,4.7
593 F,10031062,Plant 4 DC,Crown Equipment Corporation,WAVE,WAV60-118,03/31/20,10:32:29 PM,EDT,2509.0,100.8,40.5,60.2,30.7,7.6
007 F,1A578877,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,3.6,6.7,3.7,3.0,1.8,0.6
019 F,1A540752,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,3129.1,222.3,87.1,135.2,106.8,66.2
034 F*,1A471604,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,6571.9,253.0,123.5,129.5,99.5,37.7
065 F* RM - ,1A461004,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,9688.3,414.5,191.0,223.5,175.3,58.9
066 F* RM - ,1A460998,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:15:41 PM,EDT,7445.7,290.3,130.0,160.3,119.1,43.9
070 F,1A479264,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM1025-45,03/31/20,11:35:47 PM,EDT,4461.3,316.9,146.0,170.9,154.0,41.9
072 F*,1A484691,Plant 4 Material Handling,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,03:11:24 PM,EDT,2610.6,132.3,85.4,46.9,35.3,10.5
037 F*,1A401537,Plant 4 Material Handling,Crown Equipment Corporation,RR,RR5725-45,03/31/20,11:59:59 PM,EDT,13889.8,315.0,147.5,167.5,135.9,44.2
038 F*,1A401535,Plant 4 Material Handling,Crown Equipment Corporation,RR,RR5725-45,03/31/20,02:17:43 PM,EDT,10636.0,294.4,166.8,127.6,102.3,34.5
127 F*,1A414731,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5545-40,03/31/20,11:59:59 PM,EDT,16512.0,404.8,160.3,244.6,190.4,70.5
140 F RC-,1A562186,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,1478.8,265.6,107.5,158.1,118.2,36.4
148 F,1A562187,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:57:17 PM,EDT,2006.9,438.8,140.0,298.8,224.1,84.7
162 F*,1A401392,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:04:53 PM,EDT,12837.7,352.7,245.4,107.3,77.7,29.9
172 F* RC-,1A478503,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,6542.7,434.8,286.8,148.0,109.9,44.3
181 F*,1A399971,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,13310.8,395.4,239.0,156.4,91.1,44.3
182 F*,1A474908,Plant 4 Paint Line,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,9274.9,376.2,152.8,223.4,166.7,50.0
053 F,1A476540,Plant 4 Paint Line,Crown Equipment Corporation,RM6000,RM1025-45,03/31/20,02:49:55 PM,EDT,1776.3,138.7,88.0,50.7,43.9,11.5
067 F*,1A461360,Plant 4 Paint Line,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,02:45:44 PM,EDT,5046.1,65.9,29.2,36.7,28.2,10.3
023 F*,1A400368,Plant 4 Paint Line,Crown Equipment Corporation,RR,RR5725-45,03/31/20,11:50:56 PM,EDT,11148.0,336.5,214.1,122.4,76.5,38.9
036 F*,1A401536,Plant 4 Paint Line,Crown Equipment Corporation,RR,RR5725-45,03/31/20,11:59:59 PM,EDT,11654.5,330.6,214.7,116.0,67.6,47.8
475 F,6A310703,Plant 4 Paint Line,Crown Equipment Corporation,TR 4500,TR4500-250,03/31/20,02:19:55 PM,EDT,7737.5,217.8,126.9,90.9,100.1,0.0
805 I,10010205,Plant 4 Production,Crown Equipment Corporation,PC,PC4500-80,03/27/20,07:14:22 AM,EDT,61.8,18.9,18.2,0.8,0.8,0.0
813  I,10028637,Plant 4 Production,Crown Equipment Corporation,PC,PC4500-80,03/27/20,10:06:12 AM,EDT,54.7,14.4,13.0,1.4,1.4,0.0
852 I,10012940,Plant 4 Production,Crown Equipment Corporation,PE,PE4500-80,03/31/20,10:40:20 PM,EDT,150.9,251.3,248.7,2.6,3.0,0.1
923 I,6A254152,Plant 4 Production,Crown Equipment Corporation,PE,PE4500-80,03/31/20,04:28:29 PM,EDT,1439.5,34.0,22.3,11.7,13.0,0.2
832 I*,6A322460,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/30/20,10:44:02 AM,EDT,870.7,14.4,12.8,1.6,1.7,0.1
841 I,6A320170,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/31/20,02:22:06 PM,EDT,450.4,134.9,125.2,9.7,10.1,0.5
844 I,6A324399,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/31/20,09:59:38 PM,EDT,2029.7,108.8,96.3,12.4,13.6,0.2
846 I*,6A324341,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/31/20,09:41:11 PM,EDT,496.9,12.4,11.1,1.3,1.5,0.1
848 I*,6A324463,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/31/20,01:51:07 PM,EDT,817.7,112.7,104.6,8.1,9.3,0.7
850 I,10049499,Plant 4 Production,Crown Equipment Corporation,PR,PR4500-80,03/31/20,10:10:26 PM,EDT,590.3,231.7,217.5,14.2,16.0,0.2
206 I,1A463660,Plant 4 Production,Crown Equipment Corporation,SP,SP3505-30,03/31/20,01:29:19 PM,EDT,2601.1,156.9,99.6,57.4,2.4,4.4
214 I,1A494667,Plant 4 Production,Crown Equipment Corporation,SP,SP3520-30,03/31/20,11:21:59 PM,EDT,2539.7,150.5,113.7,36.8,2.7,3.4
216 I,1A505653,Plant 4 Production,Crown Equipment Corporation,SP,SP3520-30,03/31/20,09:07:05 PM,EDT,1835.3,136.7,91.3,45.4,0.8,2.0
217 I,1A505652,Plant 4 Production,Crown Equipment Corporation,SP,SP3520-30,03/31/20,05:01:37 PM,EDT,1884.4,163.9,109.5,54.4,0.9,2.4
238 I,1A453961,Plant 4 Production,Crown Equipment Corporation,SP,SP3520-30,03/31/20,09:52:07 PM,EDT,3320.5,189.6,129.0,60.7,3.7,5.5
241 I,1A546362,Plant 4 Production,Crown Equipment Corporation,SP,SP3530-30,03/31/20,04:35:20 PM,EDT,188.6,128.6,113.9,14.7,9.2,7.1
292 I,1A377373,Plant 4 Production,Crown Equipment Corporation,SP,SP3510-30,03/31/20,01:47:11 PM,EDT,422.8,285.8,280.9,4.9,2.6,3.0
293 I,1A377374,Plant 4 Production,Crown Equipment Corporation,SP,SP3520-30,03/31/20,10:31:39 PM,EDT,364.0,262.6,258.8,3.9,1.8,2.5
316 I,5A548652,Plant 4 Production,Crown Equipment Corporation,SX,SX3000-40,03/31/20,09:15:30 PM,EDT,966.5,42.0,23.0,19.0,19.0,7.0
504 I,10022649,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV60-118,03/31/20,11:22:25 AM,EDT,172.0,40.4,36.9,3.5,0.8,0.6
508 I,9A159341,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,10:10:10 PM,EDT,1609.6,89.7,79.3,10.4,3.0,1.3
521 I,9A167299,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,08:50:50 PM,EDT,947.2,184.0,155.1,28.8,9.7,8.2
538 I,9A219647,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,10:56:16 PM,EDT,402.9,48.0,38.4,9.6,4.4,1.7
540 I,10033748,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV60-118,03/31/20,10:31:36 PM,EDT,401.1,126.1,116.2,9.9,3.3,1.9
587 I,9A192791,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,10:02:59 PM,EDT,2823.5,40.3,32.4,7.9,3.8,1.5
592 I,9A213411,Plant 4 Production,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,10:08:48 PM,EDT,2408.9,175.2,147.0,28.2,9.2,7.7
803 O,10095003,Plant 4 Production,Crown Equipment Corporation,WP,WP3030-45,03/31/20,01:24:03 PM,EDT,290.2,160.9,142.7,18.3,18.3,2.3
810 I,5A340746,Plant 4 Production,Crown Equipment Corporation,WP,WP2335-45,03/31/20,02:16:50 PM,EDT,182.7,32.0,29.6,2.4,2.1,0.3
816 I,7A303962,Plant 4 Production,Crown Equipment Corporation,WP,WP3030-45,03/31/20,01:35:44 PM,EDT,373.4,103.7,93.7,10.0,10.0,0.1
829 I,7A311511,Plant 4 Production,Crown Equipment Corporation,WP,WP3030-45,03/31/20,11:59:59 PM,EDT,9399.4,479.2,479.2,0.0,0.0,478.8
834 I,10087201,Plant 4 Production,Crown Equipment Corporation,WP,WP3030-45,03/31/20,10:22:25 PM,EDT,408.1,126.4,111.6,14.8,14.8,0.6
840 F,7A298824,Plant 4 Production,Crown Equipment Corporation,WP,WP3030-45,03/31/20,02:51:46 PM,EDT,214.2,17.2,10.9,6.2,6.2,0.6
139 ,9A162421,Plant 4 Tilt Table Area,Crown Equipment Corporation,FC,FC4525-55,03/24/20,09:04:41 AM,EDT,6926.4,0.5,0.4,0.2,0.1,0.0
210 ,1A435320,Plant 4 Tilt Table Area,Crown Equipment Corporation,SP,SP3550H-30,03/09/20,07:23:10 AM,EDT,74.0,0.0,0.0,0.0,0.0,0.0
945 O,5A356776,Plant 4 Tilt Table Area,Crown Equipment Corporation,WP,WP2335-45,03/24/20,09:08:06 AM,EDT,732.4,0.1,0.1,0.0,0.0,0.0
109 F,9A176269,Plant 5,Crown Equipment Corporation,FC,FC4545-60,03/31/20,02:08:42 PM,EDT,19008.2,160.2,11.7,148.5,125.9,9.5
146 F,9A204080,Plant 5,Crown Equipment Corporation,FC,FC-POWERUNIT,03/31/20,02:31:25 PM,EDT,4542.3,80.5,9.3,71.2,58.4,4.0
692 F,63828,Plant 5,Hubtex,Hubtex,MSU 37 2140-PUS,03/31/20,11:59:59 PM,EDT,16309.7,306.7,0.8,305.9,20.8,24.0
643 F,10080673,Plant 5,Crown Equipment Corporation,IC,C51050-50,03/31/20,11:59:59 PM,EDT,2711.7,103.6,0.1,103.5,75.4,0.7
668 F,9A214773,Plant 5,Crown Equipment Corporation,IC,C51050-50,03/31/20,11:59:59 PM,EDT,6738.3,72.4,0.2,72.2,39.9,2.5
695 F,FDB0X-2520-,Plant 5,Crown Equipment Corporation,IC,CD90S-7,03/31/20,10:18:42 PM,EDT,820.0,91.0,30.1,60.9,39.6,0.0
696 F,FDB0X-2520-,Plant 5,Crown Equipment Corporation,IC,CD90S-7,03/31/20,02:14:28 PM,EDT,669.0,2.3,0.4,1.9,1.2,0.0
824 F,6A263144,Plant 5,Crown Equipment Corporation,PR,PR4500-80,03/31/20,09:07:39 PM,EDT,4508.1,88.5,57.1,31.4,35.4,0.8
860 F,6A344743,Plant 5,Crown Equipment Corporation,PR,PR4500-80,03/31/20,11:53:52 PM,EDT,324.2,100.1,76.3,23.8,27.8,2.3
842 F,6A253328,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,02:33:23 PM,EDT,766.8,105.5,100.3,5.2,5.2,1.3
880 I,6a310577,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,02:36:06 PM,EDT,463.8,106.7,101.2,5.5,5.5,1.4
881 I,6a310578,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,02:39:29 PM,EDT,469.7,104.1,97.9,6.2,6.2,1.4
904 I,6A204332,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:11:25 AM,EDT,866.6,127.2,122.9,4.3,4.3,0.9
908 I,6A204333,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,02:35:07 PM,EDT,889.9,235.2,229.6,5.7,5.7,1.3
910 I,6A204397,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:50:08 PM,EDT,805.8,88.0,83.5,4.5,4.5,0.5
914 I,6A198561,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:59:58 PM,EDT,433.5,213.1,208.4,4.7,4.7,0.5
917 I,6A204366,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:59:59 PM,EDT,683.2,210.4,206.0,4.4,4.4,0.5
918 I,6A214816,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:59:59 PM,EDT,699.4,200.8,196.0,4.8,4.8,0.5
919 I,6A204430,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:58:40 PM,EDT,771.9,210.9,205.8,5.0,5.0,0.5
920 I,6A204479,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:58:35 PM,EDT,975.7,60.9,56.4,4.5,4.5,0.8
921 I,6A204429,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:59:59 PM,EDT,866.1,63.3,58.2,5.1,5.1,0.9
946 I,6A279429,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,02:33:51 PM,EDT,624.0,105.6,100.5,5.1,5.1,1.2
959 O,6A307752,Plant 5,Crown Equipment Corporation,PW,PW3520-80,03/31/20,11:31:56 PM,EDT,453.7,27.1,22.3,4.8,4.8,1.6
106 F,1A391519,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,7623.7,248.3,185.1,63.2,48.3,19.9
108 F,1a391520,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:47:37 PM,EDT,6853.8,191.8,141.0,50.8,31.9,17.1
119 F,1A463487,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,02:33:50 PM,EDT,1318.4,211.0,183.8,27.2,18.0,9.6
122 F,1A511097,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,7459.1,467.0,228.9,238.1,176.2,86.4
138 F,1A565631,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,08:00:37 PM,EDT,650.2,175.8,84.1,91.6,70.7,35.5
160 F,1A401390,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,4964.3,243.3,193.1,50.2,39.8,10.0
161 F,1A401391,Plant 5,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,11:59:59 PM,EDT,4478.3,216.1,170.6,45.5,31.2,14.8
002 F,1A541750,Plant 5,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,3508.2,327.8,141.6,186.2,146.0,49.3
010 F,1A548980,Plant 5,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,1924.9,269.6,148.8,120.9,103.5,41.1
020 F,1A396438,Plant 5,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,13734.2,200.8,122.5,78.4,62.7,21.9
042 F,1A508012,Plant 5,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,3263.7,233.2,145.7,87.5,65.0,28.6
050 I,1A483214,Plant 5,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,11:59:59 PM,EDT,4212.2,323.5,225.2,98.3,73.8,35.1
640 M,GS46P-,Plant 5,Genie Lift,Scissor Lift,GS-2646,03/29/20,02:18:03 PM,EDT,0.4,13.2,13.2,0.0,0.0,0.0
226 F,1A544013,Plant 5,Crown Equipment Corporation,SP,SP4020-30,03/31/20,12:08:01 PM,EDT,63.7,44.9,42.1,2.9,1.9,1.3
303 I,5A507662,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,02:36:58 PM,EDT,962.6,41.5,39.3,2.1,1.8,0.8
304 I,5A507666,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,02:28:54 PM,EDT,907.7,115.5,108.5,7.0,5.5,3.1
319 I,5A549168,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,05:34:32 AM,EDT,107.0,101.7,99.2,2.5,1.6,1.4
320 I,5A549268,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,11:51:36 PM,EDT,90.5,38.4,37.3,1.1,0.8,0.5
360 I,5A533358,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,02:48:59 PM,EDT,1.8,59.4,58.5,0.9,0.9,0.7
361 I,5A533352,Plant 5,Crown Equipment Corporation,SX,SX3000-30,03/31/20,11:27:33 PM,EDT,337.1,7.2,6.6,0.5,0.4,0.2
410 F,6A310672,Plant 5,Crown Equipment Corporation,TR 4500,TR4500-250,03/31/20,11:48:16 PM,EDT,3144.2,288.1,197.4,90.7,104.2,0.0
417 F,10095959,Plant 5,Crown Equipment Corporation,TR 4500,TR4500-250,03/31/20,11:00:19 PM,EDT,516.6,138.8,115.5,23.2,25.8,0.0
514 I,9a157916,Plant 5,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,02:23:07 PM,EDT,851.4,20.6,13.8,6.8,3.5,0.6
530 F,9A212833,Plant 5,Crown Equipment Corporation,WAVE,WAV50-118,03/31/20,02:30:46 PM,EDT,839.9,84.9,79.0,5.9,2.3,0.7
817 I,5A391238,Plant 5,Crown Equipment Corporation,WP,WP2335-45,03/31/20,11:59:59 PM,EDT,788.1,173.6,166.8,6.7,6.1,0.8
973 I,7A256389,Plant 5,Crown Equipment Corporation,WP,WP3045-45,03/31/20,11:59:59 PM,EDT,1535.6,271.1,244.8,26.3,26.3,0.0
335 F,10163757,Plant 7,Crown Equipment Corporation,SHR/SH,SHR5540-35,03/31/20,02:46:04 PM,EDT,339.2,102.5,38.8,63.6,33.6,6.3
519 F,10020962,Plant 7,Crown Equipment Corporation,WAVE,WAV60-118,03/31/20,02:34:20 PM,EDT,593.2,19.3,8.6,10.7,4.5,1.2
133 O *,9A177176,Plant 8,Crown Equipment Corporation,FC,FC4545-55,03/31/20,10:35:36 PM,EDT,603.8,261.4,63.0,198.3,169.3,19.4
149 O *,9A205409,Plant 8,Crown Equipment Corporation,FC,FC4525-60,03/31/20,11:59:59 PM,EDT,18953.2,411.6,136.9,274.8,225.5,25.6
194 O *,10045583,Plant 8,Crown Equipment Corporation,FC,FC5245-55,03/31/20,02:19:56 PM,EDT,1127.9,30.0,9.7,20.3,15.6,2.3
642 O,9A176664,Plant 8,Crown Equipment Corporation,IC,C51050-65,03/31/20,02:55:10 PM,EDT,4107.2,106.0,0.2,105.8,49.7,2.7
648 O,9A192150,Plant 8,Crown Equipment Corporation,IC,C51050-65,03/30/20,02:55:23 PM,EDT,5807.5,40.6,0.2,40.5,22.4,1.3
926 O,6A254153,Plant 8,Crown Equipment Corporation,PE,PE4500-80,03/31/20,02:50:55 PM,EDT,1061.5,43.8,33.7,10.1,10.8,0.1
845 O*,6A324340,Plant 8,Crown Equipment Corporation,PR,PR4500-80,03/31/20,10:55:53 AM,EDT,655.9,8.7,5.0,3.7,4.0,0.1
123 O*,1A354753,Plant 8,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,02:26:33 PM,EDT,8205.3,81.9,49.9,32.0,21.6,6.2
153 O,1A565625,Plant 8,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,10:54:17 AM,EDT,485.6,164.0,85.0,79.0,60.9,14.3
184 O*,1A489710,Plant 8,Crown Equipment Corporation,RC5500,RC5535-35,03/31/20,09:28:11 PM,EDT,2818.9,128.8,64.8,64.1,50.5,7.4
006 O,1A578876,Plant 8,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,01:07:54 PM,EDT,1.0,0.3,0.2,0.1,0.0,0.0
031 O *,1A491226,Plant 8,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,02:16:43 PM,EDT,3009.6,40.1,16.9,23.1,16.8,4.6
044 O ,1A516502,Plant 8,Crown Equipment Corporation,RM6000,RM1025-45,03/31/20,03:29:34 PM,EDT,1177.6,90.5,48.9,41.6,38.1,12.3
077 O,1A563455,Plant 8,Crown Equipment Corporation,RM6000,RM6025-45,03/31/20,02:25:29 PM,EDT,469.6,42.6,21.3,21.3,14.7,5.8
060 O*,1a394880,Plant 8,Crown Equipment Corporation,RR,RR5725-45,03/31/20,11:01:21 AM,EDT,5869.6,34.6,22.4,12.2,7.8,4.1
